Date,IFF
2023-01-11,115.29000091552734
2023-01-12,115.5999984741211
2023-01-13,116.23999786376953
2023-01-17,116.58000183105469
2023-01-18,114.69999694824219
2023-01-19,112.2699966430664
2023-01-20,112.36000061035156
2023-01-23,112.69999694824219
2023-01-24,110.83999633789062
2023-01-25,111.80000305175781
2023-01-26,110.62000274658203
2023-01-27,111.8499984741211
2023-01-30,111.2300033569336
2023-01-31,112.45999908447266
2023-02-01,113.51000213623047
2023-02-02,116.69999694824219
2023-02-03,113.33000183105469
2023-02-06,112.76000213623047
2023-02-07,112.95999908447266
2023-02-08,112.44000244140625
2023-02-09,91.36000061035156
2023-02-10,94.81999969482422
2023-02-13,96.2699966430664
2023-02-14,96.02999877929688
2023-02-15,96.8499984741211
2023-02-16,96.05000305175781
2023-02-17,96.5
2023-02-21,93.73999786376953
2023-02-22,95.36000061035156
2023-02-23,94.8499984741211
2023-02-24,93.80000305175781
2023-02-27,94.52999877929688
2023-02-28,93.19999694824219
2023-03-01,91.63999938964844
2023-03-02,93.0199966430664
2023-03-03,93.77999877929688
2023-03-06,91.80000305175781
2023-03-07,89.06999969482422
2023-03-08,87.98999786376953
2023-03-09,86.06999969482422
2023-03-10,84.63999938964844
2023-03-13,83.58999633789062
2023-03-14,84.20999908447266
2023-03-15,82.72000122070312
2023-03-16,83.70999908447266
2023-03-17,82.76000213623047
2023-03-20,83.87999725341797
2023-03-21,84.66000366210938
2023-03-22,83.02999877929688
2023-03-23,83.51000213623047
2023-03-24,84.2699966430664
2023-03-27,89.62000274658203
2023-03-28,89.08000183105469
2023-03-29,89.41000366210938
2023-03-30,90.5199966430664
2023-03-31,91.95999908447266
2023-04-03,90.5999984741211
2023-04-04,90.08000183105469
2023-04-05,90.31999969482422
2023-04-06,91.44999694824219
2023-04-10,92.06999969482422
2023-04-11,92.83000183105469
2023-04-12,92.55000305175781
2023-04-13,95.01000213623047
2023-04-14,94.66000366210938
2023-04-17,96.33999633789062
2023-04-18,96.05000305175781
2023-04-19,96.54000091552734
2023-04-20,95.41999816894531
2023-04-21,96.37999725341797
2023-04-24,97.05999755859375
2023-04-25,95.52999877929688
2023-04-26,94.37999725341797
2023-04-27,95.19999694824219
2023-04-28,96.95999908447266
2023-05-01,96.72000122070312
2023-05-02,96.1500015258789
2023-05-03,94.2699966430664
2023-05-04,95.08000183105469
2023-05-05,96.44999694824219
2023-05-08,97.13999938964844
2023-05-09,90.30999755859375
2023-05-10,86.75
2023-05-11,85.36000061035156
2023-05-12,83.16000366210938
2023-05-15,84.36000061035156
2023-05-16,81.12000274658203
2023-05-17,82.2699966430664
2023-05-18,84.16999816894531
2023-05-19,83.68000030517578
2023-05-22,83.4000015258789
2023-05-23,83.02999877929688
2023-05-24,80.33000183105469
2023-05-25,78.26000213623047
2023-05-26,78.26000213623047
2023-05-30,78.20999908447266
2023-05-31,77.29000091552734
2023-06-01,76.5999984741211
2023-06-02,80.05000305175781
2023-06-05,79.62999725341797
2023-06-06,80.87000274658203
2023-06-07,81.19999694824219
2023-06-08,79.75
2023-06-09,78.23999786376953
2023-06-12,77.8499984741211
2023-06-13,79.69999694824219
2023-06-14,78.30000305175781
2023-06-15,79.5
2023-06-16,80.3499984741211
2023-06-20,79.20999908447266
2023-06-21,78.16000366210938
2023-06-22,77.2300033569336
2023-06-23,75.27999877929688
2023-06-26,76.83000183105469
2023-06-27,76.6500015258789
2023-06-28,76.72000122070312
2023-06-29,77.80999755859375
2023-06-30,79.58999633789062
2023-07-03,79.7300033569336
2023-07-05,78.58999633789062
2023-07-06,78.02999877929688
2023-07-07,78.58999633789062
2023-07-10,78.62000274658203
2023-07-11,80.44000244140625
2023-07-12,81.62999725341797
2023-07-13,81.05999755859375
2023-07-14,80.0999984741211
2023-07-17,79.4800033569336
2023-07-18,82.30999755859375
2023-07-19,84.06999969482422
2023-07-20,83.43000030517578
2023-07-21,84.0
2023-07-24,84.97000122070312
2023-07-25,87.0199966430664
2023-07-26,87.06999969482422
2023-07-27,84.16000366210938
2023-07-28,85.29000091552734
2023-07-31,84.61000061035156
2023-08-01,84.31999969482422
2023-08-02,82.33999633789062
2023-08-03,80.16000366210938
2023-08-04,80.5
2023-08-07,80.33999633789062
2023-08-08,64.77999877929688
2023-08-09,63.779998779296875
2023-08-10,63.2599983215332
2023-08-11,64.2699966430664
2023-08-14,64.97000122070312
2023-08-15,64.58000183105469
2023-08-16,63.34000015258789
2023-08-17,62.81999969482422
2023-08-18,63.689998626708984
2023-08-21,64.56999969482422
2023-08-22,66.98999786376953
2023-08-23,67.20999908447266
2023-08-24,65.38999938964844
2023-08-25,66.04000091552734
2023-08-28,66.41000366210938
2023-08-29,68.94000244140625
2023-08-30,69.80000305175781
2023-08-31,70.44999694824219
2023-09-01,70.25
2023-09-05,70.7300033569336
2023-09-06,70.98999786376953
2023-09-07,69.19999694824219
2023-09-08,68.7300033569336
2023-09-11,68.33999633789062
2023-09-12,68.0999984741211
2023-09-13,67.52999877929688
2023-09-14,69.0999984741211
2023-09-15,69.05000305175781
2023-09-18,67.4000015258789
2023-09-19,67.8499984741211
2023-09-20,70.0
2023-09-21,68.52999877929688
2023-09-22,67.83999633789062
2023-09-25,68.1500015258789
2023-09-26,67.0999984741211
2023-09-27,67.19999694824219
2023-09-28,68.18000030517578
2023-09-29,68.16999816894531
2023-10-02,65.97000122070312
2023-10-03,65.06999969482422
2023-10-04,65.41999816894531
2023-10-05,64.54000091552734
2023-10-06,62.9900016784668
2023-10-09,63.720001220703125
2023-10-10,65.7699966430664
2023-10-11,65.55000305175781
2023-10-12,64.01000213623047
2023-10-13,64.80000305175781
2023-10-16,66.38999938964844
2023-10-17,67.55999755859375
2023-10-18,66.98999786376953
2023-10-19,66.4000015258789
2023-10-20,65.63999938964844
2023-10-23,64.76000213623047
2023-10-24,66.08000183105469
2023-10-25,66.0999984741211
2023-10-26,67.16999816894531
2023-10-27,67.8499984741211
2023-10-30,65.26000213623047
2023-10-31,68.3499984741211
2023-11-01,68.05999755859375
2023-11-02,69.44999694824219
2023-11-03,72.70999908447266
2023-11-06,72.33999633789062
2023-11-07,71.58999633789062
2023-11-08,71.0199966430664
2023-11-09,71.54000091552734
2023-11-10,71.73999786376953
2023-11-13,71.2300033569336
2023-11-14,73.66000366210938
2023-11-15,74.0
2023-11-16,74.63999938964844
2023-11-17,73.94000244140625
2023-11-20,73.87000274658203
2023-11-21,73.5999984741211
2023-11-22,74.98999786376953
2023-11-24,74.7300033569336
2023-11-27,74.83999633789062
2023-11-28,75.66999816894531
2023-11-29,75.2300033569336
2023-11-30,75.37999725341797
2023-12-01,76.77999877929688
2023-12-04,76.30000305175781
2023-12-05,75.41999816894531
2023-12-06,75.70999908447266
2023-12-07,77.0
2023-12-08,76.81999969482422
2023-12-11,76.66999816894531
2023-12-12,76.45999908447266
2023-12-13,78.7300033569336
2023-12-14,80.19000244140625
2023-12-15,79.62000274658203
2023-12-18,79.05999755859375
2023-12-19,79.98999786376953
2023-12-20,79.5999984741211
2023-12-21,80.44999694824219
2023-12-22,80.69999694824219
2023-12-26,82.08000183105469
2023-12-27,81.41000366210938
2023-12-28,81.8499984741211
2023-12-29,80.97000122070312
2024-01-02,81.41999816894531
2024-01-03,79.98999786376953
2024-01-04,79.55000305175781
2024-01-05,79.97000122070312
2024-01-08,80.23999786376953
2024-01-09,80.05000305175781
2024-01-10,80.54000091552734
2024-01-11,79.77999877929688
2024-01-12,80.25
2024-01-16,79.54000091552734
2024-01-17,78.87999725341797
2024-01-18,78.3499984741211
2024-01-19,79.5199966430664
2024-01-22,79.76000213623047
2024-01-23,79.4800033569336
2024-01-24,79.04000091552734
2024-01-25,82.37000274658203
2024-01-26,82.26000213623047
2024-01-29,82.01000213623047
2024-01-30,81.0
2024-01-31,80.68000030517578
2024-02-01,82.18000030517578
2024-02-02,81.2699966430664
2024-02-05,80.18000030517578
2024-02-06,80.7699966430664
2024-02-07,82.33999633789062
2024-02-08,80.51000213623047
2024-02-09,79.94000244140625
2024-02-12,80.31999969482422
2024-02-13,80.48999786376953
2024-02-14,79.37999725341797
2024-02-15,81.04000091552734
2024-02-16,81.19000244140625
2024-02-20,82.02999877929688
2024-02-21,76.77999877929688
2024-02-22,79.45999908447266
2024-02-23,80.4800033569336
2024-02-26,77.41000366210938
2024-02-27,74.44000244140625
2024-02-28,73.20999908447266
2024-02-29,75.5
2024-03-01,75.87999725341797
2024-03-04,76.04000091552734
2024-03-05,76.72000122070312
2024-03-06,77.0999984741211
2024-03-07,78.8499984741211
2024-03-08,78.75
2024-03-11,81.05999755859375
2024-03-12,81.19999694824219
2024-03-13,82.5999984741211
2024-03-14,81.5999984741211
2024-03-15,82.8499984741211
2024-03-18,83.80999755859375
2024-03-19,83.05000305175781
2024-03-20,83.91999816894531
2024-03-21,83.31999969482422
2024-03-22,83.08000183105469
2024-03-25,82.01000213623047
2024-03-26,81.44000244140625
2024-03-27,85.63999938964844
2024-03-28,85.98999786376953
2024-04-01,86.37000274658203
2024-04-02,84.25
2024-04-03,85.5
2024-04-04,83.86000061035156
2024-04-05,83.33999633789062
2024-04-08,85.08999633789062
2024-04-09,86.37999725341797
2024-04-10,86.19999694824219
2024-04-11,86.56999969482422
2024-04-12,83.61000061035156
2024-04-15,82.58999633789062
2024-04-16,82.95999908447266
2024-04-17,82.8499984741211
2024-04-18,83.5999984741211
2024-04-19,83.97000122070312
2024-04-22,84.88999938964844
2024-04-23,85.43000030517578
2024-04-24,85.13999938964844
2024-04-25,84.33999633789062
2024-04-26,84.61000061035156
2024-04-29,85.76000213623047
2024-04-30,84.6500015258789
2024-05-01,83.98999786376953
2024-05-02,86.80999755859375
2024-05-03,86.63999938964844
2024-05-06,88.66000366210938
2024-05-07,94.33000183105469
2024-05-08,97.2300033569336
2024-05-09,97.05999755859375
2024-05-10,97.18000030517578
2024-05-13,96.5199966430664
2024-05-14,96.62999725341797
2024-05-15,96.51000213623047
2024-05-16,97.83000183105469
2024-05-17,99.69000244140625
2024-05-20,98.81999969482422
2024-05-21,97.9000015258789
2024-05-22,95.94000244140625
2024-05-23,94.47000122070312
2024-05-24,96.13999938964844
2024-05-28,95.12999725341797
2024-05-29,94.70999908447266
2024-05-30,95.54000091552734
2024-05-31,96.18000030517578
2024-06-03,96.08999633789062
2024-06-04,96.30999755859375
2024-06-05,98.04000091552734
2024-06-06,97.9000015258789
2024-06-07,98.4800033569336
2024-06-10,96.7699966430664
2024-06-11,97.16000366210938
2024-06-12,96.77999877929688
2024-06-13,95.05999755859375
2024-06-14,94.54000091552734
2024-06-17,94.80000305175781
2024-06-18,96.13999938964844
2024-06-20,96.16999816894531
2024-06-21,95.9800033569336
2024-06-24,97.86000061035156
2024-06-25,95.9000015258789
2024-06-26,96.19000244140625
2024-06-27,95.72000122070312
2024-06-28,95.20999908447266
2024-07-01,93.13999938964844
2024-07-02,94.73999786376953
2024-07-03,95.0199966430664
2024-07-05,95.29000091552734
2024-07-08,97.29000091552734
2024-07-09,96.80999755859375
2024-07-10,96.2699966430664
2024-07-11,97.56999969482422
2024-07-12,98.31999969482422
2024-07-15,96.19999694824219
2024-07-16,98.11000061035156
2024-07-17,96.76000213623047
2024-07-18,96.62000274658203
2024-07-19,95.66999816894531
2024-07-22,98.13999938964844
2024-07-23,99.04000091552734
2024-07-24,98.08000183105469
2024-07-25,97.16000366210938
2024-07-26,98.83999633789062
2024-07-29,99.55999755859375
2024-07-30,99.63999938964844
2024-07-31,99.4800033569336
2024-08-01,98.83999633789062
2024-08-02,96.13999938964844
2024-08-05,94.61000061035156
2024-08-06,96.4800033569336
2024-08-07,94.20999908447266
2024-08-08,95.55000305175781
2024-08-09,96.20999908447266
2024-08-12,95.77999877929688
2024-08-13,96.61000061035156
2024-08-14,96.70999908447266
2024-08-15,99.08000183105469
2024-08-16,98.58000183105469
2024-08-19,98.91000366210938
2024-08-20,97.88999938964844
2024-08-21,100.25
2024-08-22,100.38999938964844
2024-08-23,100.08000183105469
2024-08-26,100.62999725341797
2024-08-27,100.81999969482422
2024-08-28,102.37000274658203
2024-08-29,102.93000030517578
2024-08-30,103.98999786376953
2024-09-03,103.58000183105469
2024-09-04,103.11000061035156
2024-09-05,102.66999816894531
2024-09-06,103.01000213623047
2024-09-09,103.45999908447266
2024-09-10,102.80999755859375
2024-09-11,103.27999877929688
2024-09-12,103.44000244140625
2024-09-13,103.58999633789062
2024-09-16,103.63999938964844
2024-09-17,104.22000122070312
2024-09-18,103.45999908447266
2024-09-19,103.23999786376953
2024-09-20,102.2300033569336
2024-09-23,103.48999786376953
2024-09-24,104.58999633789062
2024-09-25,104.0
2024-09-26,104.72000122070312
2024-09-27,105.12000274658203
2024-09-30,104.93000030517578
2024-10-01,103.12000274658203
2024-10-02,103.0
2024-10-03,100.62999725341797
2024-10-04,100.47000122070312
2024-10-07,100.79000091552734
2024-10-08,102.4800033569336
2024-10-09,102.0
2024-10-10,102.62999725341797
2024-10-11,102.66000366210938
2024-10-14,105.13999938964844
2024-10-15,106.06999969482422
2024-10-16,105.70999908447266
2024-10-17,104.38999938964844
2024-10-18,104.5
2024-10-21,104.06999969482422
2024-10-22,103.87000274658203
2024-10-23,103.94999694824219
2024-10-24,102.44999694824219
2024-10-25,101.44999694824219
2024-10-28,102.19999694824219
2024-10-29,101.33000183105469
2024-10-30,101.13999938964844
2024-10-31,99.43000030517578
2024-11-01,98.93000030517578
2024-11-04,98.97000122070312
2024-11-05,99.0999984741211
2024-11-06,87.56999969482422
2024-11-07,90.95999908447266
2024-11-08,92.27999877929688
2024-11-11,91.20999908447266
2024-11-12,89.43000030517578
2024-11-13,89.8499984741211
2024-11-14,89.37000274658203
2024-11-15,86.13999938964844
2024-11-18,86.61000061035156
2024-11-19,88.93000030517578
2024-11-20,88.83999633789062
2024-11-21,89.77999877929688
2024-11-22,90.80999755859375
2024-11-25,90.88999938964844
2024-11-26,90.93000030517578
2024-11-27,90.81999969482422
2024-11-29,91.36000061035156
2024-12-02,91.2699966430664
2024-12-03,90.16000366210938
2024-12-04,89.30000305175781
2024-12-05,89.0
2024-12-06,88.91999816894531
2024-12-09,89.12999725341797
2024-12-10,88.55000305175781
2024-12-11,87.83999633789062
2024-12-12,88.0999984741211
2024-12-13,87.4000015258789
2024-12-16,87.1500015258789
2024-12-17,86.7699966430664
2024-12-18,85.36000061035156
2024-12-19,85.94000244140625
2024-12-20,85.73999786376953
2024-12-23,84.79000091552734
2024-12-24,85.11000061035156
2024-12-26,84.93000030517578
2024-12-27,84.58999633789062
2024-12-30,83.95999908447266
2024-12-31,84.55000305175781
2025-01-02,83.08999633789062
2025-01-03,82.5199966430664
2025-01-06,82.11000061035156
2025-01-07,82.55999755859375
2025-01-08,82.06999969482422
2025-01-10,81.36000061035156
2025-01-13,83.30000305175781
2025-01-14,83.66999816894531
2025-01-15,84.16999816894531
2025-01-16,84.44000244140625
2025-01-17,84.88999938964844
2025-01-21,85.55000305175781
2025-01-22,85.48999786376953
2025-01-23,86.45999908447266
2025-01-24,85.8499984741211
2025-01-27,87.62999725341797
2025-01-28,86.54000091552734
2025-01-29,86.0
2025-01-30,87.72000122070312
2025-01-31,87.08999633789062
2025-02-03,86.4000015258789
2025-02-04,85.62000274658203
2025-02-05,86.18000030517578
2025-02-06,85.66999816894531
2025-02-07,84.31999969482422
2025-02-10,84.29000091552734
2025-02-11,85.20999908447266
2025-02-12,84.68000030517578
2025-02-13,86.0
2025-02-14,85.58000183105469
2025-02-18,86.44999694824219
2025-02-19,81.98999786376953
2025-02-20,80.13999938964844
2025-02-21,79.88999938964844
2025-02-24,79.61000061035156
2025-02-25,80.27999877929688
2025-02-26,80.56999969482422
2025-02-27,81.04000091552734
2025-02-28,81.80999755859375
2025-03-03,80.91999816894531
2025-03-04,79.79000091552734
2025-03-05,81.25
2025-03-06,82.05999755859375
2025-03-07,82.5199966430664
2025-03-10,80.33000183105469
2025-03-11,79.87999725341797
2025-03-12,79.55000305175781
2025-03-13,79.16999816894531
2025-03-14,79.6500015258789
2025-03-17,82.04000091552734
2025-03-18,80.80999755859375
2025-03-19,80.55000305175781
2025-03-20,79.73999786376953
2025-03-21,77.83999633789062
2025-03-24,77.52999877929688
2025-03-25,76.91999816894531
2025-03-26,77.66000366210938
2025-03-27,78.18000030517578
2025-03-28,76.4800033569336
2025-03-31,77.61000061035156
2025-04-01,77.43000030517578
2025-04-02,78.62000274658203
2025-04-03,76.44999694824219
2025-04-04,73.12000274658203
2025-04-07,70.70999908447266
2025-04-08,66.8499984741211
2025-04-09,72.97000122070312
2025-04-10,71.37999725341797
2025-04-11,73.16999816894531
2025-04-14,73.4800033569336
2025-04-15,72.48999786376953
2025-04-16,71.05999755859375
2025-04-17,72.5
2025-04-21,72.70999908447266
2025-04-22,74.63999938964844
2025-04-23,75.86000061035156
2025-04-24,76.63999938964844
2025-04-25,76.23999786376953
2025-04-28,76.29000091552734
2025-04-29,77.55000305175781
2025-04-30,78.45999908447266
2025-05-01,77.8499984741211
2025-05-02,79.05999755859375
2025-05-05,79.1500015258789
2025-05-06,79.19999694824219
2025-05-07,73.58999633789062
2025-05-08,74.08000183105469
2025-05-09,73.43000030517578
2025-05-12,76.3499984741211
2025-05-13,76.5
2025-05-14,74.62999725341797
2025-05-15,76.12999725341797
2025-05-16,77.72000122070312
2025-05-19,77.33999633789062
2025-05-20,77.87999725341797
2025-05-21,77.06999969482422
2025-05-22,75.72000122070312
2025-05-23,75.0
2025-05-27,77.23999786376953
2025-05-28,75.13999938964844
2025-05-29,76.08000183105469
2025-05-30,76.55999755859375
2025-06-02,75.70999908447266
2025-06-03,76.66000366210938
2025-06-04,77.47000122070312
2025-06-05,76.45999908447266
2025-06-06,76.9000015258789
2025-06-09,78.19999694824219
2025-06-10,79.33000183105469
2025-06-11,78.33000183105469
2025-06-12,78.37000274658203
2025-06-13,76.08999633789062
2025-06-16,76.73999786376953
2025-06-17,75.02999877929688
2025-06-18,74.88999938964844
2025-06-20,73.69000244140625
2025-06-23,73.76000213623047
2025-06-24,74.72000122070312
2025-06-25,74.2300033569336
2025-06-26,73.91999816894531
2025-06-27,74.3499984741211
2025-06-30,73.55000305175781
2025-07-01,75.08999633789062
2025-07-02,76.62999725341797
2025-07-03,76.33000183105469
2025-07-07,75.0
2025-07-08,76.18000030517578
2025-07-09,76.55000305175781
2025-07-10,76.62000274658203
2025-07-11,75.94999694824219
2025-07-14,74.62999725341797
2025-07-15,73.6500015258789
2025-07-16,74.22000122070312
2025-07-17,75.02999877929688
2025-07-18,76.0
2025-07-21,76.25
2025-07-22,76.94000244140625
2025-07-23,77.45999908447266
2025-07-24,75.87999725341797
2025-07-25,76.62999725341797
2025-07-28,75.2300033569336
2025-07-29,74.79000091552734
2025-07-30,71.7699966430664
2025-07-31,71.02999877929688
2025-08-01,69.4800033569336
2025-08-04,70.1500015258789
2025-08-05,70.62000274658203
2025-08-06,66.16000366210938
2025-08-07,64.2300033569336
2025-08-08,63.560001373291016
2025-08-11,63.459999084472656
2025-08-12,64.54000091552734
2025-08-13,66.51000213623047
2025-08-14,65.72000122070312
2025-08-15,65.81999969482422
2025-08-18,65.30999755859375
2025-08-19,65.83000183105469
2025-08-20,66.11000061035156
2025-08-21,66.12999725341797
2025-08-22,67.9800033569336
2025-08-25,67.13999938964844
2025-08-26,66.72000122070312
2025-08-27,66.77999877929688
2025-08-28,67.0999984741211
2025-08-29,67.51000213623047
2025-09-02,66.55000305175781
2025-09-03,65.70999908447266
2025-09-04,65.52999877929688
2025-09-05,66.02999877929688
2025-09-08,66.16999816894531
2025-09-09,65.06999969482422
2025-09-10,64.4800033569336
2025-09-11,66.3499984741211
2025-09-12,65.62000274658203
2025-09-15,64.37000274658203
2025-09-16,64.5199966430664
2025-09-17,63.34000015258789
2025-09-18,63.75
2025-09-19,63.529998779296875
2025-09-22,62.20000076293945
2025-09-23,62.38999938964844
2025-09-24,62.540000915527344
2025-09-25,60.29999923706055
2025-09-26,60.720001220703125
2025-09-29,60.959999084472656
2025-09-30,61.540000915527344
2025-10-01,60.959999084472656
2025-10-02,61.5099983215332
2025-10-03,62.18000030517578
2025-10-06,61.5
2025-10-07,61.02000045776367
2025-10-08,61.29999923706055
2025-10-09,60.150001525878906
2025-10-10,59.54999923706055
2025-10-13,60.099998474121094
2025-10-14,61.66999816894531
2025-10-15,61.93000030517578
2025-10-16,62.599998474121094
2025-10-17,63.75
2025-10-20,64.63999938964844
2025-10-21,65.01000213623047
2025-10-22,64.81999969482422
2025-10-23,65.7699966430664
2025-10-24,65.91000366210938
2025-10-27,65.29000091552734
2025-10-28,64.87999725341797
2025-10-29,63.279998779296875
2025-10-30,63.130001068115234
2025-10-31,62.970001220703125
2025-11-03,62.08000183105469
2025-11-04,61.4900016784668
2025-11-05,64.0
2025-11-06,62.849998474121094
2025-11-07,62.0
2025-11-10,62.779998779296875
2025-11-11,65.30999755859375
2025-11-12,65.41000366210938
2025-11-13,67.43000030517578
2025-11-14,65.87999725341797
2025-11-17,65.12999725341797
2025-11-18,66.0
2025-11-19,65.12999725341797
2025-11-20,64.55999755859375
2025-11-21,67.44999694824219
2025-11-24,67.44999694824219
2025-11-25,69.19999694824219
2025-11-26,69.77999877929688
2025-11-28,69.4800033569336
2025-12-01,69.2699966430664
2025-12-02,68.54000091552734
2025-12-03,67.12000274658203
2025-12-04,66.48999786376953
2025-12-05,67.18000030517578
2025-12-08,65.36000061035156
2025-12-09,64.54000091552734
2025-12-10,65.38999938964844
2025-12-11,63.25
2025-12-12,63.2599983215332
2025-12-15,64.16999816894531
2025-12-16,64.58000183105469
2025-12-17,65.62000274658203
2025-12-18,65.41000366210938
2025-12-19,65.7699966430664
2025-12-22,66.56999969482422
2025-12-23,66.37000274658203
2025-12-24,66.91999816894531
2025-12-26,67.47000122070312
2025-12-29,67.76000213623047
2025-12-30,67.93000030517578
