Date,AXP
2023-01-04,150.5399932861328
2023-01-05,146.42999267578125
2023-01-06,150.1699981689453
2023-01-09,150.39999389648438
2023-01-10,152.0
2023-01-11,153.9199981689453
2023-01-12,154.9199981689453
2023-01-13,155.75999450683594
2023-01-17,153.75
2023-01-18,150.4199981689453
2023-01-19,146.85000610351562
2023-01-20,151.60000610351562
2023-01-23,154.0
2023-01-24,155.3300018310547
2023-01-25,156.77000427246094
2023-01-26,155.8800048828125
2023-01-27,172.30999755859375
2023-01-30,172.66000366210938
2023-01-31,174.92999267578125
2023-02-01,173.61000061035156
2023-02-02,173.1300048828125
2023-02-03,178.86000061035156
2023-02-06,176.47999572753906
2023-02-07,178.6999969482422
2023-02-08,179.0
2023-02-09,179.3699951171875
2023-02-10,179.25
2023-02-13,181.3300018310547
2023-02-14,181.02000427246094
2023-02-15,180.6699981689453
2023-02-16,177.94000244140625
2023-02-17,177.3000030517578
2023-02-21,173.47999572753906
2023-02-22,174.6999969482422
2023-02-23,175.13999938964844
2023-02-24,174.25
2023-02-27,173.3000030517578
2023-02-28,173.99000549316406
2023-03-01,175.91000366210938
2023-03-02,175.33999633789062
2023-03-03,179.08999633789062
2023-03-06,179.05999755859375
2023-03-07,175.32000732421875
2023-03-08,174.8300018310547
2023-03-09,172.1199951171875
2023-03-10,165.6999969482422
2023-03-13,157.6300048828125
2023-03-14,163.91000366210938
2023-03-15,159.80999755859375
2023-03-16,160.72999572753906
2023-03-17,156.52000427246094
2023-03-20,158.74000549316406
2023-03-21,164.55999755859375
2023-03-22,162.75
2023-03-23,162.75999450683594
2023-03-24,159.77999877929688
2023-03-27,163.1199951171875
2023-03-28,159.2100067138672
2023-03-29,163.58999633789062
2023-03-30,162.41000366210938
2023-03-31,164.9499969482422
2023-04-03,163.77999877929688
2023-04-04,162.55999755859375
2023-04-05,161.0800018310547
2023-04-06,158.8300018310547
2023-04-10,161.13999938964844
2023-04-11,161.8300018310547
2023-04-12,159.2899932861328
2023-04-13,162.3000030517578
2023-04-14,163.22000122070312
2023-04-17,163.7100067138672
2023-04-18,164.39999389648438
2023-04-19,164.9499969482422
2023-04-20,163.27999877929688
2023-04-21,163.77999877929688
2023-04-24,160.58999633789062
2023-04-25,156.1199951171875
2023-04-26,155.72000122070312
2023-04-27,158.4499969482422
2023-04-28,161.33999633789062
2023-05-01,159.32000732421875
2023-05-02,153.25
2023-05-03,152.2100067138672
2023-05-04,148.80999755859375
2023-05-05,152.64999389648438
2023-05-08,153.0399932861328
2023-05-09,153.3800048828125
2023-05-10,148.67999267578125
2023-05-11,147.99000549316406
2023-05-12,147.92999267578125
2023-05-15,150.0
2023-05-16,148.41000366210938
2023-05-17,152.08999633789062
2023-05-18,153.47999572753906
2023-05-19,152.9499969482422
2023-05-22,155.50999450683594
2023-05-23,152.55999755859375
2023-05-24,150.72000122070312
2023-05-25,151.0800018310547
2023-05-26,157.24000549316406
2023-05-30,158.00999450683594
2023-05-31,158.55999755859375
2023-06-01,162.72000122070312
2023-06-02,168.55999755859375
2023-06-05,167.42999267578125
2023-06-06,171.82000732421875
2023-06-07,171.5500030517578
2023-06-08,171.13999938964844
2023-06-09,171.72000122070312
2023-06-12,173.63999938964844
2023-06-13,175.13999938964844
2023-06-14,174.47000122070312
2023-06-15,173.80999755859375
2023-06-16,172.2100067138672
2023-06-20,169.41000366210938
2023-06-21,167.9199981689453
2023-06-22,168.25999450683594
2023-06-23,168.07000732421875
2023-06-26,167.11000061035156
2023-06-27,168.19000244140625
2023-06-28,169.77999877929688
2023-06-29,172.0800018310547
2023-06-30,174.1999969482422
2023-07-03,175.44000244140625
2023-07-05,175.57000732421875
2023-07-06,170.94000244140625
2023-07-07,169.8000030517578
2023-07-10,171.7100067138672
2023-07-11,174.63999938964844
2023-07-12,174.3300018310547
2023-07-13,174.24000549316406
2023-07-14,173.38999938964844
2023-07-17,175.38999938964844
2023-07-18,178.0399932861328
2023-07-19,177.1199951171875
2023-07-20,177.11000061035156
2023-07-21,170.22000122070312
2023-07-24,167.7899932861328
2023-07-25,166.5
2023-07-26,167.75
2023-07-27,163.60000610351562
2023-07-28,165.42999267578125
2023-07-31,168.8800048828125
2023-08-01,169.64999389648438
2023-08-02,166.75
2023-08-03,166.41000366210938
2023-08-04,165.41000366210938
2023-08-07,166.9600067138672
2023-08-08,165.8699951171875
2023-08-09,163.82000732421875
2023-08-10,163.5399932861328
2023-08-11,165.27000427246094
2023-08-14,166.0800018310547
2023-08-15,161.91000366210938
2023-08-16,160.75999450683594
2023-08-17,160.5800018310547
2023-08-18,160.22999572753906
2023-08-21,160.8800048828125
2023-08-22,159.0800018310547
2023-08-23,159.44000244140625
2023-08-24,157.7899932861328
2023-08-25,158.32000732421875
2023-08-28,159.19000244140625
2023-08-29,160.24000549316406
2023-08-30,160.1699981689453
2023-08-31,157.99000549316406
2023-09-01,159.6199951171875
2023-09-05,160.0
2023-09-06,158.0
2023-09-07,156.77999877929688
2023-09-08,157.42999267578125
2023-09-11,157.8300018310547
2023-09-12,158.5
2023-09-13,159.13999938964844
2023-09-14,161.77999877929688
2023-09-15,163.75
2023-09-18,159.6300048828125
2023-09-19,159.35000610351562
2023-09-20,157.22999572753906
2023-09-21,154.7100067138672
2023-09-22,153.0800018310547
2023-09-25,153.22999572753906
2023-09-26,151.1199951171875
2023-09-27,149.89999389648438
2023-09-28,150.22999572753906
2023-09-29,149.19000244140625
2023-10-02,149.47999572753906
2023-10-03,145.0500030517578
2023-10-04,146.6300048828125
2023-10-05,147.08999633789062
2023-10-06,149.32000732421875
2023-10-09,148.82000732421875
2023-10-10,150.92999267578125
2023-10-11,151.50999450683594
2023-10-12,151.27999877929688
2023-10-13,151.10000610351562
2023-10-16,152.7899932861328
2023-10-17,154.38999938964844
2023-10-18,151.52999877929688
2023-10-19,149.6199951171875
2023-10-20,141.57000732421875
2023-10-23,144.58999633789062
2023-10-24,144.4199981689453
2023-10-25,143.52000427246094
2023-10-26,143.33999633789062
2023-10-27,141.30999755859375
2023-10-30,143.27000427246094
2023-10-31,146.02999877929688
2023-11-01,146.4499969482422
2023-11-02,150.85000610351562
2023-11-03,152.75999450683594
2023-11-06,152.99000549316406
2023-11-07,152.97999572753906
2023-11-08,153.00999450683594
2023-11-09,152.3699951171875
2023-11-10,154.3800048828125
2023-11-13,154.33999633789062
2023-11-14,156.91000366210938
2023-11-15,159.42999267578125
2023-11-16,159.0500030517578
2023-11-17,162.55999755859375
2023-11-20,163.85000610351562
2023-11-21,162.2899932861328
2023-11-22,163.7899932861328
2023-11-24,164.4199981689453
2023-11-27,164.0399932861328
2023-11-28,165.66000366210938
2023-11-29,167.42999267578125
2023-11-30,170.77000427246094
2023-12-01,173.75999450683594
2023-12-04,173.25
2023-12-05,170.67999267578125
2023-12-06,167.50999450683594
2023-12-07,168.6199951171875
2023-12-08,168.42999267578125
2023-12-11,168.38999938964844
2023-12-12,171.0399932861328
2023-12-13,174.55999755859375
2023-12-14,178.86000061035156
2023-12-15,180.50999450683594
2023-12-18,182.75999450683594
2023-12-19,185.75
2023-12-20,180.64999389648438
2023-12-21,184.7899932861328
2023-12-22,185.57000732421875
2023-12-26,185.9600067138672
2023-12-27,187.05999755859375
2023-12-28,187.8000030517578
2023-12-29,187.33999633789062
2024-01-02,188.30999755859375
2024-01-03,186.32000732421875
2024-01-04,187.13999938964844
2024-01-05,189.05999755859375
2024-01-08,189.2100067138672
2024-01-09,186.77000427246094
2024-01-10,184.97000122070312
2024-01-11,185.02999877929688
2024-01-12,182.0399932861328
2024-01-16,180.97000122070312
2024-01-17,181.0
2024-01-18,179.7899932861328
2024-01-19,183.1699981689453
2024-01-22,185.00999450683594
2024-01-23,185.47000122070312
2024-01-24,185.82000732421875
2024-01-25,188.07000732421875
2024-01-26,201.42999267578125
2024-01-29,200.86000061035156
2024-01-30,204.14999389648438
2024-01-31,200.74000549316406
2024-02-01,203.22000122070312
2024-02-02,206.41000366210938
2024-02-05,205.94000244140625
2024-02-06,205.64999389648438
2024-02-07,209.0800018310547
2024-02-08,211.2100067138672
2024-02-09,212.47000122070312
2024-02-12,212.25999450683594
2024-02-13,209.6699981689453
2024-02-14,210.89999389648438
2024-02-15,212.52999877929688
2024-02-16,212.55999755859375
2024-02-20,212.49000549316406
2024-02-21,210.88999938964844
2024-02-22,213.99000549316406
2024-02-23,214.55999755859375
2024-02-26,216.9600067138672
2024-02-27,217.97999572753906
2024-02-28,218.02999877929688
2024-02-29,219.4199981689453
2024-03-01,219.66000366210938
2024-03-04,218.91000366210938
2024-03-05,217.1999969482422
2024-03-06,218.4499969482422
2024-03-07,223.4199981689453
2024-03-08,223.3699951171875
2024-03-11,220.19000244140625
2024-03-12,222.64999389648438
2024-03-13,222.80999755859375
2024-03-14,220.47000122070312
2024-03-15,218.4600067138672
2024-03-18,220.97000122070312
2024-03-19,221.69000244140625
2024-03-20,227.91000366210938
2024-03-21,229.1199951171875
2024-03-22,225.9600067138672
2024-03-25,226.02999877929688
2024-03-26,224.4600067138672
2024-03-27,227.75
2024-03-28,227.69000244140625
2024-04-01,227.61000061035156
2024-04-02,225.52999877929688
2024-04-03,226.6300048828125
2024-04-04,219.58999633789062
2024-04-05,222.4600067138672
2024-04-08,224.11000061035156
2024-04-09,219.83999633789062
2024-04-10,217.64999389648438
2024-04-11,218.1999969482422
2024-04-12,218.1999969482422
2024-04-15,218.39999389648438
2024-04-16,218.33999633789062
2024-04-17,217.6699981689453
2024-04-18,217.5
2024-04-19,231.0399932861328
2024-04-22,233.0
2024-04-23,238.9600067138672
2024-04-24,239.1199951171875
2024-04-25,237.10000610351562
2024-04-26,235.63999938964844
2024-04-29,238.9199981689453
2024-04-30,234.02999877929688
2024-05-01,231.4600067138672
2024-05-02,232.5
2024-05-03,230.77000427246094
2024-05-06,234.3300018310547
2024-05-07,234.66000366210938
2024-05-08,236.24000549316406
2024-05-09,239.13999938964844
2024-05-10,242.3000030517578
2024-05-13,238.64999389648438
2024-05-14,241.52999877929688
2024-05-15,241.6999969482422
2024-05-16,241.32000732421875
2024-05-17,242.82000732421875
2024-05-20,242.3000030517578
2024-05-21,243.0800018310547
2024-05-22,240.08999633789062
2024-05-23,235.4600067138672
2024-05-24,238.17999267578125
2024-05-28,237.25
2024-05-29,235.94000244140625
2024-05-30,237.22000122070312
2024-05-31,240.0
2024-06-03,236.8800048828125
2024-06-04,237.25
2024-06-05,234.69000244140625
2024-06-06,233.35000610351562
2024-06-07,232.6699981689453
2024-06-10,232.44000244140625
2024-06-11,224.52999877929688
2024-06-12,224.0399932861328
2024-06-13,222.19000244140625
2024-06-14,224.82000732421875
2024-06-17,228.27000427246094
2024-06-18,229.30999755859375
2024-06-20,230.2100067138672
2024-06-21,230.3800048828125
2024-06-24,231.47000122070312
2024-06-25,230.58999633789062
2024-06-26,230.67999267578125
2024-06-27,228.39999389648438
2024-06-28,231.5500030517578
2024-07-01,233.80999755859375
2024-07-02,235.97000122070312
2024-07-03,235.7100067138672
2024-07-05,235.6300048828125
2024-07-08,234.50999450683594
2024-07-09,237.75
2024-07-10,238.92999267578125
2024-07-11,238.75
2024-07-12,238.6300048828125
2024-07-15,244.0
2024-07-16,249.6300048828125
2024-07-17,249.9600067138672
2024-07-18,249.1999969482422
2024-07-19,242.3800048828125
2024-07-22,244.75
2024-07-23,246.89999389648438
2024-07-24,240.99000549316406
2024-07-25,240.17999267578125
2024-07-26,245.88999938964844
2024-07-29,247.88999938964844
2024-07-30,252.47999572753906
2024-07-31,253.0399932861328
2024-08-01,248.67999267578125
2024-08-02,232.27999877929688
2024-08-05,225.9199981689453
2024-08-06,231.1199951171875
2024-08-07,228.8000030517578
2024-08-08,233.5399932861328
2024-08-09,237.85000610351562
2024-08-12,237.0500030517578
2024-08-13,238.99000549316406
2024-08-14,243.75999450683594
2024-08-15,249.5
2024-08-16,251.7100067138672
2024-08-19,254.0500030517578
2024-08-20,253.0800018310547
2024-08-21,246.3000030517578
2024-08-22,247.75999450683594
2024-08-23,251.3000030517578
2024-08-26,253.8800048828125
2024-08-27,255.02999877929688
2024-08-28,257.0899963378906
2024-08-29,259.8399963378906
2024-08-30,258.6499938964844
2024-09-03,254.30999755859375
2024-09-04,251.74000549316406
2024-09-05,251.83999633789062
2024-09-06,244.05999755859375
2024-09-09,250.9199981689453
2024-09-10,245.4199981689453
2024-09-11,254.17999267578125
2024-09-12,255.14999389648438
2024-09-13,259.0
2024-09-16,261.0899963378906
2024-09-17,265.3999938964844
2024-09-18,262.17999267578125
2024-09-19,268.75
2024-09-20,268.989990234375
2024-09-23,267.29998779296875
2024-09-24,266.2099914550781
2024-09-25,266.1700134277344
2024-09-26,268.1499938964844
2024-09-27,271.05999755859375
2024-09-30,271.20001220703125
2024-10-01,268.6000061035156
2024-10-02,270.9200134277344
2024-10-03,268.5899963378906
2024-10-04,275.9700012207031
2024-10-07,273.7900085449219
2024-10-08,269.1099853515625
2024-10-09,271.4200134277344
2024-10-10,270.4700012207031
2024-10-11,276.1600036621094
2024-10-14,276.5199890136719
2024-10-15,277.30999755859375
2024-10-16,281.67999267578125
2024-10-17,285.7799987792969
2024-10-18,276.7900085449219
2024-10-21,270.739990234375
2024-10-22,272.3999938964844
2024-10-23,271.2300109863281
2024-10-24,269.9800109863281
2024-10-25,267.3500061035156
2024-10-28,271.4700012207031
2024-10-29,270.42999267578125
2024-10-30,274.0799865722656
2024-10-31,270.0799865722656
2024-11-01,272.69000244140625
2024-11-04,270.19000244140625
2024-11-05,275.94000244140625
2024-11-06,295.1600036621094
2024-11-07,286.82000732421875
2024-11-08,287.6000061035156
2024-11-11,292.9700012207031
2024-11-12,288.510009765625
2024-11-13,287.6400146484375
2024-11-14,288.29998779296875
2024-11-15,286.8699951171875
2024-11-18,285.5400085449219
2024-11-19,285.54998779296875
2024-11-20,287.7099914550781
2024-11-21,293.0
2024-11-22,301.29998779296875
2024-11-25,305.2099914550781
2024-11-26,305.57000732421875
2024-11-27,304.25
2024-11-29,304.67999267578125
2024-12-02,302.260009765625
2024-12-03,302.1099853515625
2024-12-04,302.6000061035156
2024-12-05,300.5299987792969
2024-12-06,303.989990234375
2024-12-09,296.7200012207031
2024-12-10,302.1099853515625
2024-12-11,302.3399963378906
2024-12-12,300.29998779296875
2024-12-13,302.1400146484375
2024-12-16,303.57000732421875
2024-12-17,301.3399963378906
2024-12-18,287.7799987792969
2024-12-19,293.0799865722656
2024-12-20,298.6499938964844
2024-12-23,298.79998779296875
2024-12-24,303.4599914550781
2024-12-26,303.989990234375
2024-12-27,301.04998779296875
2024-12-30,297.3299865722656
2024-12-31,296.7900085449219
2025-01-02,298.42999267578125
2025-01-03,303.0799865722656
2025-01-06,301.8800048828125
2025-01-07,302.0199890136719
2025-01-08,302.8500061035156
2025-01-10,293.29998779296875
2025-01-13,297.0199890136719
2025-01-14,300.3599853515625
2025-01-15,312.32000732421875
2025-01-16,311.4800109863281
2025-01-17,312.55999755859375
2025-01-21,317.95001220703125
2025-01-22,322.25
2025-01-23,325.8699951171875
2025-01-24,321.3399963378906
2025-01-27,316.4200134277344
2025-01-28,317.0400085449219
2025-01-29,315.25
2025-01-30,318.95001220703125
2025-01-31,317.45001220703125
2025-02-03,316.5299987792969
2025-02-04,315.8299865722656
2025-02-05,320.5299987792969
2025-02-06,320.1499938964844
2025-02-07,316.7699890136719
2025-02-10,310.260009765625
2025-02-11,309.57000732421875
2025-02-12,306.3999938964844
2025-02-13,307.5
2025-02-14,311.0400085449219
2025-02-18,312.8500061035156
2025-02-19,309.9200134277344
2025-02-20,303.8599853515625
2025-02-21,295.3999938964844
2025-02-24,295.5299987792969
2025-02-25,293.3399963378906
2025-02-26,296.1000061035156
2025-02-27,294.20001220703125
2025-02-28,300.9599914550781
2025-03-03,295.489990234375
2025-03-04,283.4700012207031
2025-03-05,284.17999267578125
2025-03-06,275.6400146484375
2025-03-07,273.2099914550781
2025-03-10,261.32000732421875
2025-03-11,255.38999938964844
2025-03-12,260.75
2025-03-13,256.42999267578125
2025-03-14,265.6300048828125
2025-03-17,264.3800048828125
2025-03-18,262.7200012207031
2025-03-19,270.6499938964844
2025-03-20,270.8299865722656
2025-03-21,270.510009765625
2025-03-24,277.8599853515625
2025-03-25,279.2799987792969
2025-03-26,276.0
2025-03-27,272.0199890136719
2025-03-28,265.4800109863281
2025-03-31,269.04998779296875
2025-04-01,270.4800109863281
2025-04-02,275.25
2025-04-03,247.82000732421875
2025-04-04,233.67999267578125
2025-04-07,234.27999877929688
2025-04-08,231.38999938964844
2025-04-09,262.3599853515625
2025-04-10,246.88999938964844
2025-04-11,251.1300048828125
2025-04-14,255.3800048828125
2025-04-15,257.8599853515625
2025-04-16,252.9199981689453
2025-04-17,251.30999755859375
2025-04-21,242.50999450683594
2025-04-22,252.4199981689453
2025-04-23,260.1400146484375
2025-04-24,267.32000732421875
2025-04-25,264.80999755859375
2025-04-28,264.95001220703125
2025-04-29,267.0199890136719
2025-04-30,266.4100036621094
2025-05-01,268.5400085449219
2025-05-02,276.8500061035156
2025-05-05,278.0299987792969
2025-05-06,275.3699951171875
2025-05-07,276.239990234375
2025-05-08,283.6600036621094
2025-05-09,284.510009765625
2025-05-12,298.9200134277344
2025-05-13,302.29998779296875
2025-05-14,300.1000061035156
2025-05-15,299.54998779296875
2025-05-16,299.7200012207031
2025-05-19,299.29998779296875
2025-05-20,296.1700134277344
2025-05-21,286.0
2025-05-22,287.17999267578125
2025-05-23,285.2200012207031
2025-05-27,293.760009765625
2025-05-28,293.3599853515625
2025-05-29,295.3800048828125
2025-05-30,294.04998779296875
2025-06-02,295.3299865722656
2025-06-03,297.3900146484375
2025-06-04,295.92999267578125
2025-06-05,295.9599914550781
2025-06-06,302.4700012207031
2025-06-09,301.55999755859375
2025-06-10,299.5199890136719
2025-06-11,299.1000061035156
2025-06-12,297.989990234375
2025-06-13,287.7900085449219
2025-06-16,294.2200012207031
2025-06-17,292.80999755859375
2025-06-18,296.4200134277344
2025-06-20,298.5899963378906
2025-06-23,299.6300048828125
2025-06-24,308.3800048828125
2025-06-25,308.5899963378906
2025-06-26,311.4200134277344
2025-06-27,317.19000244140625
2025-06-30,318.9800109863281
2025-07-01,322.5299987792969
2025-07-02,325.6099853515625
2025-07-03,328.1300048828125
2025-07-07,322.7300109863281
2025-07-08,316.9800109863281
2025-07-09,317.3500061035156
2025-07-10,325.239990234375
2025-07-11,319.4700012207031
2025-07-14,320.9200134277344
2025-07-15,310.6499938964844
2025-07-16,311.8999938964844
2025-07-17,315.3500061035156
2025-07-18,307.95001220703125
2025-07-21,302.9700012207031
2025-07-22,304.1400146484375
2025-07-23,308.6600036621094
2025-07-24,308.25
2025-07-25,311.6099853515625
2025-07-28,310.739990234375
2025-07-29,308.5400085449219
2025-07-30,303.4100036621094
2025-07-31,299.30999755859375
2025-08-01,294.2699890136719
2025-08-04,298.5899963378906
2025-08-05,296.6400146484375
2025-08-06,295.5400085449219
2025-08-07,294.7300109863281
2025-08-08,297.42999267578125
2025-08-11,296.2300109863281
2025-08-12,303.2099914550781
2025-08-13,306.8699951171875
2025-08-14,307.7300109863281
2025-08-15,305.4700012207031
2025-08-18,307.04998779296875
2025-08-19,306.1000061035156
2025-08-20,308.3999938964844
2025-08-21,308.1700134277344
2025-08-22,319.1600036621094
2025-08-25,315.79998779296875
2025-08-26,320.6000061035156
2025-08-27,322.4599914550781
2025-08-28,326.989990234375
2025-08-29,331.2799987792969
2025-09-02,331.17999267578125
2025-09-03,323.7099914550781
2025-09-04,330.6499938964844
2025-09-05,326.2200012207031
2025-09-08,325.4100036621094
2025-09-09,324.3399963378906
2025-09-10,323.3500061035156
2025-09-11,329.32000732421875
2025-09-12,325.30999755859375
2025-09-15,327.260009765625
2025-09-16,327.0400085449219
2025-09-17,336.0
2025-09-18,341.6700134277344
2025-09-19,341.1199951171875
2025-09-22,340.9800109863281
2025-09-23,341.4700012207031
2025-09-24,340.4800109863281
2025-09-25,340.17999267578125
2025-09-26,341.67999267578125
2025-09-29,342.30999755859375
2025-09-30,332.1600036621094
2025-10-01,328.55999755859375
2025-10-02,330.4800109863281
2025-10-03,330.239990234375
2025-10-06,331.989990234375
2025-10-07,327.9700012207031
2025-10-08,323.82000732421875
2025-10-09,324.44000244140625
2025-10-10,316.260009765625
2025-10-13,323.1199951171875
2025-10-14,332.8500061035156
2025-10-15,330.6600036621094
2025-10-16,323.1199951171875
2025-10-17,346.6199951171875
2025-10-20,349.4800109863281
2025-10-21,355.2200012207031
2025-10-22,352.0
2025-10-23,354.92999267578125
2025-10-24,357.55999755859375
2025-10-27,361.6700134277344
2025-10-28,361.0299987792969
2025-10-29,358.2200012207031
2025-10-30,358.8800048828125
2025-10-31,360.7300109863281
2025-11-03,361.6199951171875
2025-11-04,360.489990234375
2025-11-05,365.79998779296875
2025-11-06,365.7300109863281
2025-11-07,368.5400085449219
2025-11-10,367.8800048828125
2025-11-11,370.1600036621094
2025-11-12,372.7699890136719
2025-11-13,364.7300109863281
2025-11-14,357.17999267578125
2025-11-17,341.25
2025-11-18,340.6600036621094
2025-11-19,344.6400146484375
2025-11-20,343.79998779296875
2025-11-21,352.8900146484375
2025-11-24,355.92999267578125
2025-11-25,362.6400146484375
2025-11-26,363.9700012207031
2025-11-28,365.2699890136719
2025-12-01,360.30999755859375
2025-12-02,360.70001220703125
2025-12-03,368.1300048828125
2025-12-04,371.1499938964844
2025-12-05,370.3500061035156
2025-12-08,362.2799987792969
2025-12-09,363.9100036621094
2025-12-10,375.57000732421875
2025-12-11,384.8900146484375
2025-12-12,382.55999755859375
2025-12-15,382.57000732421875
2025-12-16,380.75
2025-12-17,375.6099853515625
2025-12-18,375.5199890136719
2025-12-19,376.510009765625
2025-12-22,380.8500061035156
2025-12-23,382.19000244140625
2025-12-24,383.1099853515625
2025-12-26,381.04998779296875
2025-12-29,375.32000732421875
2025-12-30,373.3900146484375
