Date,AMGN
2022-12-30,262.6400146484375
2023-01-03,261.6499938964844
2023-01-04,264.3900146484375
2023-01-05,266.8599853515625
2023-01-06,275.20001220703125
2023-01-09,270.1199951171875
2023-01-10,273.8800048828125
2023-01-11,272.9100036621094
2023-01-12,270.9200134277344
2023-01-13,271.7300109863281
2023-01-17,269.4200134277344
2023-01-18,264.3900146484375
2023-01-19,262.0299987792969
2023-01-20,263.239990234375
2023-01-23,260.9700012207031
2023-01-24,259.70001220703125
2023-01-25,256.5400085449219
2023-01-26,254.8800048828125
2023-01-27,253.64999389648438
2023-01-30,251.58999633789062
2023-01-31,252.39999389648438
2023-02-01,246.41000366210938
2023-02-02,246.52999877929688
2023-02-03,245.1699981689453
2023-02-06,243.85000610351562
2023-02-07,244.0
2023-02-08,240.1999969482422
2023-02-09,240.0
2023-02-10,242.5
2023-02-13,243.66000366210938
2023-02-14,241.02999877929688
2023-02-15,240.07000732421875
2023-02-16,234.22000122070312
2023-02-17,240.52999877929688
2023-02-21,238.24000549316406
2023-02-22,236.16000366210938
2023-02-23,237.6199951171875
2023-02-24,233.66000366210938
2023-02-27,234.4499969482422
2023-02-28,231.66000366210938
2023-03-01,236.19000244140625
2023-03-02,234.74000549316406
2023-03-03,234.80999755859375
2023-03-06,235.11000061035156
2023-03-07,228.72000122070312
2023-03-08,228.42999267578125
2023-03-09,225.7899932861328
2023-03-10,227.8699951171875
2023-03-13,233.17999267578125
2023-03-14,230.5800018310547
2023-03-15,234.89999389648438
2023-03-16,234.57000732421875
2023-03-17,229.7899932861328
2023-03-20,234.72000122070312
2023-03-21,232.9499969482422
2023-03-22,229.8300018310547
2023-03-23,233.10000610351562
2023-03-24,238.02999877929688
2023-03-27,236.75999450683594
2023-03-28,238.47999572753906
2023-03-29,241.02999877929688
2023-03-30,241.5
2023-03-31,241.75
2023-04-03,244.44000244140625
2023-04-04,247.52999877929688
2023-04-05,253.3699951171875
2023-04-06,253.32000732421875
2023-04-10,250.89999389648438
2023-04-11,251.42999267578125
2023-04-12,249.5
2023-04-13,251.44000244140625
2023-04-14,250.0
2023-04-17,248.07000732421875
2023-04-18,246.08999633789062
2023-04-19,246.2100067138672
2023-04-20,243.4600067138672
2023-04-21,243.86000061035156
2023-04-24,244.4499969482422
2023-04-25,244.8699951171875
2023-04-26,238.8000030517578
2023-04-27,240.33999633789062
2023-04-28,239.74000549316406
2023-05-01,238.89999389648438
2023-05-02,235.97000122070312
2023-05-03,229.30999755859375
2023-05-04,231.88999938964844
2023-05-05,236.52999877929688
2023-05-08,234.6199951171875
2023-05-09,234.42999267578125
2023-05-10,234.11000061035156
2023-05-11,232.2899932861328
2023-05-12,232.9499969482422
2023-05-15,233.52999877929688
2023-05-16,227.8800048828125
2023-05-17,225.02000427246094
2023-05-18,224.22999572753906
2023-05-19,223.4199981689453
2023-05-22,223.99000549316406
2023-05-23,224.44000244140625
2023-05-24,221.32000732421875
2023-05-25,217.4600067138672
2023-05-26,216.92999267578125
2023-05-30,218.52999877929688
2023-05-31,220.64999389648438
2023-06-01,214.27000427246094
2023-06-02,218.07000732421875
2023-06-05,221.8800048828125
2023-06-06,221.22000122070312
2023-06-07,221.25
2023-06-08,220.75999450683594
2023-06-09,218.75999450683594
2023-06-12,217.36000061035156
2023-06-13,221.99000549316406
2023-06-14,222.27999877929688
2023-06-15,228.44000244140625
2023-06-16,229.66000366210938
2023-06-20,228.58999633789062
2023-06-21,227.0399932861328
2023-06-22,229.66000366210938
2023-06-23,227.11000061035156
2023-06-26,224.72999572753906
2023-06-27,222.61000061035156
2023-06-28,221.30999755859375
2023-06-29,221.16000366210938
2023-06-30,222.02000427246094
2023-07-03,225.00999450683594
2023-07-05,225.8800048828125
2023-07-06,222.97999572753906
2023-07-07,218.64999389648438
2023-07-10,224.72999572753906
2023-07-11,223.86000061035156
2023-07-12,225.67999267578125
2023-07-13,227.66000366210938
2023-07-14,227.42999267578125
2023-07-17,227.83999633789062
2023-07-18,232.57000732421875
2023-07-19,232.0500030517578
2023-07-20,233.22999572753906
2023-07-21,234.82000732421875
2023-07-24,235.4199981689453
2023-07-25,235.30999755859375
2023-07-26,235.2100067138672
2023-07-27,236.0500030517578
2023-07-28,236.3699951171875
2023-07-31,234.14999389648438
2023-08-01,232.1199951171875
2023-08-02,230.41000366210938
2023-08-03,230.6999969482422
2023-08-04,243.27999877929688
2023-08-07,252.94000244140625
2023-08-08,260.79998779296875
2023-08-09,259.32000732421875
2023-08-10,262.05999755859375
2023-08-11,262.510009765625
2023-08-14,260.9700012207031
2023-08-15,266.010009765625
2023-08-16,265.0199890136719
2023-08-17,263.8500061035156
2023-08-18,261.82000732421875
2023-08-21,260.70001220703125
2023-08-22,257.6199951171875
2023-08-23,257.3599853515625
2023-08-24,256.6199951171875
2023-08-25,256.3800048828125
2023-08-28,256.54998779296875
2023-08-29,259.6400146484375
2023-08-30,257.8800048828125
2023-08-31,256.3399963378906
2023-09-01,256.7099914550781
2023-09-05,254.00999450683594
2023-09-06,249.00999450683594
2023-09-07,254.38999938964844
2023-09-08,259.42999267578125
2023-09-11,261.7200012207031
2023-09-12,260.30999755859375
2023-09-13,257.2300109863281
2023-09-14,262.29998779296875
2023-09-15,260.7200012207031
2023-09-18,263.1499938964844
2023-09-19,264.30999755859375
2023-09-20,271.4599914550781
2023-09-21,269.4100036621094
2023-09-22,267.70001220703125
2023-09-25,266.8599853515625
2023-09-26,269.0400085449219
2023-09-27,268.9800109863281
2023-09-28,270.82000732421875
2023-09-29,268.760009765625
2023-10-02,266.30999755859375
2023-10-03,261.010009765625
2023-10-04,265.44000244140625
2023-10-05,265.0799865722656
2023-10-06,267.4700012207031
2023-10-09,271.5400085449219
2023-10-10,271.25
2023-10-11,283.6000061035156
2023-10-12,285.0400085449219
2023-10-13,284.1000061035156
2023-10-16,286.8800048828125
2023-10-17,284.4200134277344
2023-10-18,283.5799865722656
2023-10-19,280.6000061035156
2023-10-20,278.80999755859375
2023-10-23,273.05999755859375
2023-10-24,276.1199951171875
2023-10-25,272.1600036621094
2023-10-26,269.7099914550781
2023-10-27,261.57000732421875
2023-10-30,263.19000244140625
2023-10-31,255.6999969482422
2023-11-01,260.8399963378906
2023-11-02,266.5899963378906
2023-11-03,269.8599853515625
2023-11-06,272.8299865722656
2023-11-07,271.1099853515625
2023-11-08,273.260009765625
2023-11-09,264.05999755859375
2023-11-10,267.30999755859375
2023-11-13,266.69000244140625
2023-11-14,270.0199890136719
2023-11-15,273.0299987792969
2023-11-16,269.0
2023-11-17,265.3900146484375
2023-11-20,265.3500061035156
2023-11-21,262.82000732421875
2023-11-22,264.5899963378906
2023-11-24,265.4599914550781
2023-11-27,264.2699890136719
2023-11-28,265.5199890136719
2023-11-29,266.6000061035156
2023-11-30,269.6400146484375
2023-12-01,272.45001220703125
2023-12-04,272.5400085449219
2023-12-05,270.8699951171875
2023-12-06,269.3500061035156
2023-12-07,271.30999755859375
2023-12-08,269.1199951171875
2023-12-11,272.1400146484375
2023-12-12,273.989990234375
2023-12-13,281.6199951171875
2023-12-14,276.32000732421875
2023-12-15,275.45001220703125
2023-12-18,275.4800109863281
2023-12-19,278.44000244140625
2023-12-20,275.17999267578125
2023-12-21,279.3299865722656
2023-12-22,284.1600036621094
2023-12-26,283.8999938964844
2023-12-27,286.5299987792969
2023-12-28,288.4599914550781
2023-12-29,288.0199890136719
2024-01-02,297.3900146484375
2024-01-03,300.69000244140625
2024-01-04,303.1700134277344
2024-01-05,303.0
2024-01-08,310.8800048828125
2024-01-09,307.260009765625
2024-01-10,304.57000732421875
2024-01-11,303.1000061035156
2024-01-12,306.510009765625
2024-01-16,303.4800109863281
2024-01-17,304.0799865722656
2024-01-18,304.489990234375
2024-01-19,307.80999755859375
2024-01-22,310.1600036621094
2024-01-23,309.9100036621094
2024-01-24,305.5
2024-01-25,310.260009765625
2024-01-26,311.7699890136719
2024-01-29,313.45001220703125
2024-01-30,314.6199951171875
2024-01-31,314.260009765625
2024-02-01,324.55999755859375
2024-02-02,323.19000244140625
2024-02-05,321.9700012207031
2024-02-06,316.07000732421875
2024-02-07,295.8699951171875
2024-02-08,294.8500061035156
2024-02-09,291.1199951171875
2024-02-12,294.42999267578125
2024-02-13,290.4800109863281
2024-02-14,290.07000732421875
2024-02-15,289.07000732421875
2024-02-16,283.70001220703125
2024-02-20,283.510009765625
2024-02-21,283.4599914550781
2024-02-22,285.17999267578125
2024-02-23,289.17999267578125
2024-02-26,286.3699951171875
2024-02-27,278.489990234375
2024-02-28,277.4599914550781
2024-02-29,273.8299865722656
2024-03-01,280.3299865722656
2024-03-04,279.3900146484375
2024-03-05,276.6499938964844
2024-03-06,276.5899963378906
2024-03-07,272.8599853515625
2024-03-08,273.75
2024-03-11,275.3599853515625
2024-03-12,276.5400085449219
2024-03-13,275.989990234375
2024-03-14,271.5400085449219
2024-03-15,268.8699951171875
2024-03-18,270.8999938964844
2024-03-19,271.7300109863281
2024-03-20,273.04998779296875
2024-03-21,276.95001220703125
2024-03-22,276.1700134277344
2024-03-25,280.82000732421875
2024-03-26,281.7699890136719
2024-03-27,286.29998779296875
2024-03-28,284.32000732421875
2024-04-01,283.0400085449219
2024-04-02,276.2099914550781
2024-04-03,274.4200134277344
2024-04-04,268.0899963378906
2024-04-05,269.95001220703125
2024-04-08,269.20001220703125
2024-04-09,270.3599853515625
2024-04-10,266.45001220703125
2024-04-11,270.0
2024-04-12,267.2799987792969
2024-04-15,265.510009765625
2024-04-16,265.6400146484375
2024-04-17,264.07000732421875
2024-04-18,262.75
2024-04-19,268.92999267578125
2024-04-22,271.9100036621094
2024-04-23,273.5400085449219
2024-04-24,273.010009765625
2024-04-25,269.3800048828125
2024-04-26,269.9800109863281
2024-04-29,276.3800048828125
2024-04-30,273.94000244140625
2024-05-01,277.3699951171875
2024-05-02,278.3900146484375
2024-05-03,311.2900085449219
2024-05-06,299.4800109863281
2024-05-07,300.29998779296875
2024-05-08,307.30999755859375
2024-05-09,312.8599853515625
2024-05-10,310.1499938964844
2024-05-13,308.45001220703125
2024-05-14,311.4100036621094
2024-05-15,319.0400085449219
2024-05-16,314.7200012207031
2024-05-17,312.4700012207031
2024-05-20,314.5400085449219
2024-05-21,314.8500061035156
2024-05-22,309.4100036621094
2024-05-23,306.5
2024-05-24,305.8399963378906
2024-05-28,300.19000244140625
2024-05-29,296.3699951171875
2024-05-30,301.0
2024-05-31,305.8500061035156
2024-06-03,307.4200134277344
2024-06-04,307.3699951171875
2024-06-05,307.3800048828125
2024-06-06,305.69000244140625
2024-06-07,305.0199890136719
2024-06-10,304.7200012207031
2024-06-11,300.70001220703125
2024-06-12,301.0799865722656
2024-06-13,298.5
2024-06-14,298.6199951171875
2024-06-17,303.2799987792969
2024-06-18,305.989990234375
2024-06-20,309.8900146484375
2024-06-21,308.1600036621094
2024-06-24,318.1499938964844
2024-06-25,319.30999755859375
2024-06-26,312.82000732421875
2024-06-27,313.69000244140625
2024-06-28,312.45001220703125
2024-07-01,311.010009765625
2024-07-02,310.7699890136719
2024-07-03,309.3800048828125
2024-07-05,310.8800048828125
2024-07-08,311.4599914550781
2024-07-09,315.9100036621094
2024-07-10,321.6700134277344
2024-07-11,325.0899963378906
2024-07-12,330.8299865722656
2024-07-15,330.1499938964844
2024-07-16,333.1400146484375
2024-07-17,335.6700134277344
2024-07-18,330.9700012207031
2024-07-19,331.2900085449219
2024-07-22,335.9700012207031
2024-07-23,333.239990234375
2024-07-24,335.6099853515625
2024-07-25,334.29998779296875
2024-07-26,334.8500061035156
2024-07-29,332.510009765625
2024-07-30,333.2799987792969
2024-07-31,332.4700012207031
2024-08-01,335.5299987792969
2024-08-02,333.989990234375
2024-08-05,325.2200012207031
2024-08-06,328.95001220703125
2024-08-07,312.5
2024-08-08,324.69000244140625
2024-08-09,322.489990234375
2024-08-12,320.0
2024-08-13,323.45001220703125
2024-08-14,322.7300109863281
2024-08-15,325.3900146484375
2024-08-16,321.44000244140625
2024-08-19,327.9700012207031
2024-08-20,328.54998779296875
2024-08-21,329.1499938964844
2024-08-22,324.5299987792969
2024-08-23,328.79998779296875
2024-08-26,326.7799987792969
2024-08-27,326.92999267578125
2024-08-28,329.489990234375
2024-08-29,331.010009765625
2024-08-30,333.8299865722656
2024-09-03,330.510009765625
2024-09-04,330.6400146484375
2024-09-05,324.3599853515625
2024-09-06,320.55999755859375
2024-09-09,325.9200134277344
2024-09-10,328.92999267578125
2024-09-11,329.9800109863281
2024-09-12,330.05999755859375
2024-09-13,332.45001220703125
2024-09-16,335.260009765625
2024-09-17,332.79998779296875
2024-09-18,332.9200134277344
2024-09-19,335.95001220703125
2024-09-20,337.3800048828125
2024-09-23,335.6099853515625
2024-09-24,330.9200134277344
2024-09-25,312.8599853515625
2024-09-26,319.1000061035156
2024-09-27,322.6700134277344
2024-09-30,322.2099914550781
2024-10-01,320.32000732421875
2024-10-02,319.7300109863281
2024-10-03,317.4800109863281
2024-10-04,319.6600036621094
2024-10-07,317.45001220703125
2024-10-08,317.67999267578125
2024-10-09,322.4100036621094
2024-10-10,321.010009765625
2024-10-11,328.3500061035156
2024-10-14,324.6199951171875
2024-10-15,325.0899963378906
2024-10-16,321.6300048828125
2024-10-17,321.3299865722656
2024-10-18,321.6600036621094
2024-10-21,316.739990234375
2024-10-22,319.6600036621094
2024-10-23,314.8999938964844
2024-10-24,315.69000244140625
2024-10-25,316.9800109863281
2024-10-28,317.1700134277344
2024-10-29,316.0
2024-10-30,315.5400085449219
2024-10-31,320.1600036621094
2024-11-01,319.2200012207031
2024-11-04,316.9100036621094
2024-11-05,319.2900085449219
2024-11-06,321.7900085449219
2024-11-07,321.9100036621094
2024-11-08,325.2799987792969
2024-11-11,321.80999755859375
2024-11-12,298.8399963378906
2024-11-13,301.44000244140625
2024-11-14,295.92999267578125
2024-11-15,283.6099853515625
2024-11-18,278.760009765625
2024-11-19,279.95001220703125
2024-11-20,287.8699951171875
2024-11-21,289.8999938964844
2024-11-22,294.5299987792969
2024-11-25,294.0
2024-11-26,280.010009765625
2024-11-27,280.07000732421875
2024-11-29,282.8699951171875
2024-12-02,278.1000061035156
2024-12-03,278.32000732421875
2024-12-04,278.260009765625
2024-12-05,274.3299865722656
2024-12-06,272.5799865722656
2024-12-09,277.6300048828125
2024-12-10,275.75
2024-12-11,273.4100036621094
2024-12-12,274.05999755859375
2024-12-13,270.6199951171875
2024-12-16,266.5
2024-12-17,265.95001220703125
2024-12-18,258.7799987792969
2024-12-19,261.19000244140625
2024-12-20,263.3800048828125
2024-12-23,264.0
2024-12-24,264.489990234375
2024-12-26,263.17999267578125
2024-12-27,262.6499938964844
2024-12-30,259.29998779296875
2024-12-31,260.6400146484375
2025-01-02,259.2799987792969
2025-01-03,261.2200012207031
2025-01-06,258.5899963378906
2025-01-07,262.05999755859375
2025-01-08,264.2099914550781
2025-01-10,262.2300109863281
2025-01-13,270.19000244140625
2025-01-14,267.1000061035156
2025-01-15,268.94000244140625
2025-01-16,269.42999267578125
2025-01-17,272.1099853515625
2025-01-21,274.80999755859375
2025-01-22,273.44000244140625
2025-01-23,277.8800048828125
2025-01-24,275.4200134277344
2025-01-27,282.95001220703125
2025-01-28,280.29998779296875
2025-01-29,281.67999267578125
2025-01-30,284.0199890136719
2025-01-31,285.4200134277344
2025-02-03,288.8699951171875
2025-02-04,289.0199890136719
2025-02-05,307.80999755859375
2025-02-06,297.7799987792969
2025-02-07,293.5400085449219
2025-02-10,294.7900085449219
2025-02-11,296.6600036621094
2025-02-12,295.05999755859375
2025-02-13,296.9700012207031
2025-02-14,291.1600036621094
2025-02-18,292.79998779296875
2025-02-19,294.2699890136719
2025-02-20,297.92999267578125
2025-02-21,303.010009765625
2025-02-24,309.7200012207031
2025-02-25,315.6300048828125
2025-02-26,306.3800048828125
2025-02-27,305.82000732421875
2025-02-28,308.05999755859375
2025-03-03,310.7799987792969
2025-03-04,312.19000244140625
2025-03-05,316.57000732421875
2025-03-06,317.82000732421875
2025-03-07,324.8599853515625
2025-03-10,327.3599853515625
2025-03-11,318.8900146484375
2025-03-12,312.5
2025-03-13,312.6400146484375
2025-03-14,313.7099914550781
2025-03-17,317.1700134277344
2025-03-18,318.6499938964844
2025-03-19,315.75
2025-03-20,315.0400085449219
2025-03-21,316.0400085449219
2025-03-24,314.3800048828125
2025-03-25,306.8599853515625
2025-03-26,305.7099914550781
2025-03-27,305.7699890136719
2025-03-28,306.95001220703125
2025-03-31,311.54998779296875
2025-04-01,306.9200134277344
2025-04-02,305.70001220703125
2025-04-03,309.8500061035156
2025-04-04,294.3900146484375
2025-04-07,289.69000244140625
2025-04-08,280.260009765625
2025-04-09,291.0899963378906
2025-04-10,281.4100036621094
2025-04-11,285.9800109863281
2025-04-14,293.9200134277344
2025-04-15,295.29998779296875
2025-04-16,282.6400146484375
2025-04-17,277.2900085449219
2025-04-21,273.67999267578125
2025-04-22,278.3999938964844
2025-04-23,277.8999938964844
2025-04-24,279.8399963378906
2025-04-25,280.8399963378906
2025-04-28,283.0899963378906
2025-04-29,288.55999755859375
2025-04-30,290.9200134277344
2025-05-01,283.7799987792969
2025-05-02,281.2200012207031
2025-05-05,280.05999755859375
2025-05-06,270.44000244140625
2025-05-07,275.8399963378906
2025-05-08,272.04998779296875
2025-05-09,265.8599853515625
2025-05-12,274.760009765625
2025-05-13,270.45001220703125
2025-05-14,262.2799987792969
2025-05-15,271.69000244140625
2025-05-16,272.4100036621094
2025-05-19,275.8500061035156
2025-05-20,275.010009765625
2025-05-21,271.3399963378906
2025-05-22,271.8999938964844
2025-05-23,271.6600036621094
2025-05-27,279.45001220703125
2025-05-28,278.3999938964844
2025-05-29,283.5400085449219
2025-05-30,288.17999267578125
2025-06-02,288.4700012207031
2025-06-03,289.57000732421875
2025-06-04,287.010009765625
2025-06-05,287.1000061035156
2025-06-06,290.3299865722656
2025-06-09,289.9800109863281
2025-06-10,293.42999267578125
2025-06-11,291.80999755859375
2025-06-12,297.2900085449219
2025-06-13,295.2200012207031
2025-06-16,295.55999755859375
2025-06-17,290.04998779296875
2025-06-18,289.6300048828125
2025-06-20,289.3299865722656
2025-06-23,272.44000244140625
2025-06-24,277.489990234375
2025-06-25,280.3500061035156
2025-06-26,279.1099853515625
2025-06-27,277.1300048828125
2025-06-30,279.2099914550781
2025-07-01,290.5199890136719
2025-07-02,296.8500061035156
2025-07-03,298.239990234375
2025-07-07,292.95001220703125
2025-07-08,297.0
2025-07-09,296.5199890136719
2025-07-10,300.3699951171875
2025-07-11,295.2699890136719
2025-07-14,297.0299987792969
2025-07-15,292.510009765625
2025-07-16,299.0199890136719
2025-07-17,298.25
2025-07-18,294.760009765625
2025-07-21,295.8699951171875
2025-07-22,305.69000244140625
2025-07-23,309.2200012207031
2025-07-24,308.54998779296875
2025-07-25,306.5799865722656
2025-07-28,301.2900085449219
2025-07-29,303.55999755859375
2025-07-30,301.3699951171875
2025-07-31,295.1000061035156
2025-08-01,296.8800048828125
2025-08-04,301.94000244140625
2025-08-05,300.0799865722656
2025-08-06,284.6700134277344
2025-08-07,284.70001220703125
2025-08-08,288.2300109863281
2025-08-11,285.0899963378906
2025-08-12,284.9800109863281
2025-08-13,289.3299865722656
2025-08-14,290.2900085449219
2025-08-15,296.4700012207031
2025-08-18,292.6199951171875
2025-08-19,295.54998779296875
2025-08-20,296.45001220703125
2025-08-21,295.760009765625
2025-08-22,293.7200012207031
2025-08-25,288.4700012207031
2025-08-26,289.5799865722656
2025-08-27,287.9700012207031
2025-08-28,285.6099853515625
2025-08-29,287.7099914550781
2025-09-02,286.9200134277344
2025-09-03,283.8500061035156
2025-09-04,280.1000061035156
2025-09-05,283.6400146484375
2025-09-08,280.19000244140625
2025-09-09,279.9700012207031
2025-09-10,278.510009765625
2025-09-11,282.7300109863281
2025-09-12,276.3900146484375
2025-09-15,274.3999938964844
2025-09-16,273.0799865722656
2025-09-17,274.7099914550781
2025-09-18,275.8299865722656
2025-09-19,285.4100036621094
2025-09-22,286.0
2025-09-23,286.80999755859375
2025-09-24,279.2200012207031
2025-09-25,271.17999267578125
2025-09-26,272.9800109863281
2025-09-29,273.9700012207031
2025-09-30,282.20001220703125
2025-10-01,298.5
2025-10-02,297.3999938964844
2025-10-03,297.8900146484375
2025-10-06,294.1199951171875
2025-10-07,295.5400085449219
2025-10-08,294.6199951171875
2025-10-09,295.42999267578125
2025-10-10,290.1300048828125
2025-10-13,292.3999938964844
2025-10-14,293.8500061035156
2025-10-15,297.32000732421875
2025-10-16,295.80999755859375
2025-10-17,298.80999755859375
2025-10-20,303.3299865722656
2025-10-21,301.1400146484375
2025-10-22,295.9800109863281
2025-10-23,292.8900146484375
2025-10-24,291.760009765625
2025-10-27,291.1600036621094
2025-10-28,292.0899963378906
2025-10-29,291.7699890136719
2025-10-30,292.0
2025-10-31,298.42999267578125
2025-11-03,296.29998779296875
2025-11-04,296.70001220703125
2025-11-05,319.8599853515625
2025-11-06,315.5899963378906
2025-11-07,320.20001220703125
2025-11-10,323.6600036621094
2025-11-11,338.45001220703125
2025-11-12,336.2799987792969
2025-11-13,336.0
2025-11-14,336.739990234375
2025-11-17,341.7099914550781
2025-11-18,343.989990234375
2025-11-19,342.3999938964844
2025-11-20,336.07000732421875
2025-11-21,337.5400085449219
2025-11-24,334.29998779296875
2025-11-25,341.1099853515625
2025-11-26,344.57000732421875
2025-11-28,345.4599914550781
2025-12-01,337.489990234375
2025-12-02,338.3599853515625
2025-12-03,345.4200134277344
2025-12-04,340.1600036621094
2025-12-05,329.8900146484375
2025-12-08,321.2300109863281
2025-12-09,313.8500061035156
2025-12-10,315.3800048828125
2025-12-11,317.3800048828125
2025-12-12,317.739990234375
2025-12-15,325.30999755859375
2025-12-16,326.739990234375
2025-12-17,326.010009765625
2025-12-18,324.4200134277344
2025-12-19,327.3800048828125
2025-12-22,331.3900146484375
2025-12-23,331.489990234375
2025-12-24,333.9599914550781
2025-12-26,332.92999267578125
2025-12-29,329.6300048828125
2025-12-30,328.69000244140625
