Date,ADP
2023-01-03,237.66000366210938
2023-01-04,238.77999877929688
2023-01-05,233.6300048828125
2023-01-06,240.16000366210938
2023-01-09,239.50999450683594
2023-01-10,240.77999877929688
2023-01-11,245.0500030517578
2023-01-12,244.25999450683594
2023-01-13,245.36000061035156
2023-01-17,236.77999877929688
2023-01-18,234.25
2023-01-19,233.32000732421875
2023-01-20,237.1699981689453
2023-01-23,240.9600067138672
2023-01-24,239.14999389648438
2023-01-25,228.00999450683594
2023-01-26,225.42999267578125
2023-01-27,220.8000030517578
2023-01-30,222.35000610351562
2023-01-31,225.80999755859375
2023-02-01,226.72999572753906
2023-02-02,228.99000549316406
2023-02-03,225.30999755859375
2023-02-06,223.47000122070312
2023-02-07,226.77000427246094
2023-02-08,223.97999572753906
2023-02-09,223.91000366210938
2023-02-10,225.82000732421875
2023-02-13,227.36000061035156
2023-02-14,224.58999633789062
2023-02-15,227.85000610351562
2023-02-16,227.47999572753906
2023-02-17,228.6999969482422
2023-02-21,224.67999267578125
2023-02-22,222.92999267578125
2023-02-23,222.77999877929688
2023-02-24,221.5800018310547
2023-02-27,221.60000610351562
2023-02-28,219.82000732421875
2023-03-01,219.55999755859375
2023-03-02,222.5500030517578
2023-03-03,224.75
2023-03-06,225.52000427246094
2023-03-07,221.27999877929688
2023-03-08,221.97000122070312
2023-03-09,218.97999572753906
2023-03-10,213.55999755859375
2023-03-13,213.5500030517578
2023-03-14,213.58999633789062
2023-03-15,213.25
2023-03-16,215.8000030517578
2023-03-17,213.22000122070312
2023-03-20,215.8699951171875
2023-03-21,218.10000610351562
2023-03-22,213.25999450683594
2023-03-23,213.6199951171875
2023-03-24,214.1300048828125
2023-03-27,214.36000061035156
2023-03-28,214.14999389648438
2023-03-29,219.89999389648438
2023-03-30,219.49000549316406
2023-03-31,222.6300048828125
2023-04-03,216.80999755859375
2023-04-04,214.0399932861328
2023-04-05,213.1699981689453
2023-04-06,216.11000061035156
2023-04-10,214.22000122070312
2023-04-11,215.2100067138672
2023-04-12,215.61000061035156
2023-04-13,217.25
2023-04-14,215.6999969482422
2023-04-17,218.16000366210938
2023-04-18,217.32000732421875
2023-04-19,217.0399932861328
2023-04-20,215.6199951171875
2023-04-21,215.2100067138672
2023-04-24,215.47000122070312
2023-04-25,211.69000244140625
2023-04-26,210.8300018310547
2023-04-27,216.16000366210938
2023-04-28,220.0
2023-05-01,221.1199951171875
2023-05-02,216.5399932861328
2023-05-03,215.97999572753906
2023-05-04,213.80999755859375
2023-05-05,215.47999572753906
2023-05-08,214.27000427246094
2023-05-09,213.66000366210938
2023-05-10,215.00999450683594
2023-05-11,209.80999755859375
2023-05-12,212.74000549316406
2023-05-15,214.38999938964844
2023-05-16,212.33999633789062
2023-05-17,213.9600067138672
2023-05-18,215.42999267578125
2023-05-19,216.17999267578125
2023-05-22,216.52999877929688
2023-05-23,215.5500030517578
2023-05-24,214.0
2023-05-25,210.39999389648438
2023-05-26,212.47999572753906
2023-05-30,210.1199951171875
2023-05-31,208.99000549316406
2023-06-01,211.80999755859375
2023-06-02,216.52000427246094
2023-06-05,216.24000549316406
2023-06-06,216.74000549316406
2023-06-07,216.47000122070312
2023-06-08,215.19000244140625
2023-06-09,215.22000122070312
2023-06-12,218.36000061035156
2023-06-13,220.49000549316406
2023-06-14,216.08999633789062
2023-06-15,220.97000122070312
2023-06-16,221.32000732421875
2023-06-20,220.27999877929688
2023-06-21,220.55999755859375
2023-06-22,220.39999389648438
2023-06-23,213.8300018310547
2023-06-26,215.5399932861328
2023-06-27,215.61000061035156
2023-06-28,215.61000061035156
2023-06-29,216.4600067138672
2023-06-30,219.7899932861328
2023-07-03,218.72999572753906
2023-07-05,219.6999969482422
2023-07-06,221.64999389648438
2023-07-07,218.74000549316406
2023-07-10,224.25999450683594
2023-07-11,226.3800048828125
2023-07-12,224.99000549316406
2023-07-13,227.16000366210938
2023-07-14,229.47000122070312
2023-07-17,233.72000122070312
2023-07-18,235.89999389648438
2023-07-19,237.3300018310547
2023-07-20,237.0800018310547
2023-07-21,237.69000244140625
2023-07-24,239.5
2023-07-25,240.47999572753906
2023-07-26,253.4499969482422
2023-07-27,250.8800048828125
2023-07-28,250.61000061035156
2023-07-31,247.25999450683594
2023-08-01,248.32000732421875
2023-08-02,247.36000061035156
2023-08-03,248.0
2023-08-04,245.75999450683594
2023-08-07,250.82000732421875
2023-08-08,248.33999633789062
2023-08-09,250.30999755859375
2023-08-10,250.55999755859375
2023-08-11,252.82000732421875
2023-08-14,251.9600067138672
2023-08-15,250.97000122070312
2023-08-16,250.89999389648438
2023-08-17,250.27999877929688
2023-08-18,251.0500030517578
2023-08-21,251.11000061035156
2023-08-22,249.52999877929688
2023-08-23,250.9199981689453
2023-08-24,249.8000030517578
2023-08-25,253.0500030517578
2023-08-28,254.38999938964844
2023-08-29,254.35000610351562
2023-08-30,254.92999267578125
2023-08-31,254.61000061035156
2023-09-01,255.75
2023-09-05,252.85000610351562
2023-09-06,251.0500030517578
2023-09-07,250.1199951171875
2023-09-08,249.3699951171875
2023-09-11,248.1999969482422
2023-09-12,248.02000427246094
2023-09-13,247.80999755859375
2023-09-14,248.2899932861328
2023-09-15,245.30999755859375
2023-09-18,247.27999877929688
2023-09-19,245.83999633789062
2023-09-20,243.8699951171875
2023-09-21,238.72000122070312
2023-09-22,239.35000610351562
2023-09-25,240.02000427246094
2023-09-26,237.24000549316406
2023-09-27,242.6300048828125
2023-09-28,243.30999755859375
2023-09-29,240.5800018310547
2023-10-02,239.3699951171875
2023-10-03,240.4199981689453
2023-10-04,243.97999572753906
2023-10-05,243.36000061035156
2023-10-06,246.3800048828125
2023-10-09,250.17999267578125
2023-10-10,249.14999389648438
2023-10-11,249.4600067138672
2023-10-12,247.64999389648438
2023-10-13,247.5
2023-10-16,249.25999450683594
2023-10-17,249.3300018310547
2023-10-18,248.25999450683594
2023-10-19,246.0800018310547
2023-10-20,241.67999267578125
2023-10-23,241.16000366210938
2023-10-24,240.4499969482422
2023-10-25,218.3300018310547
2023-10-26,218.83999633789062
2023-10-27,214.83999633789062
2023-10-30,216.0800018310547
2023-10-31,218.22000122070312
2023-11-01,210.3699951171875
2023-11-02,218.55999755859375
2023-11-03,219.30999755859375
2023-11-06,220.5399932861328
2023-11-07,222.25
2023-11-08,225.47999572753906
2023-11-09,226.52000427246094
2023-11-10,228.49000549316406
2023-11-13,226.35000610351562
2023-11-14,230.4199981689453
2023-11-15,230.4600067138672
2023-11-16,229.91000366210938
2023-11-17,229.38999938964844
2023-11-20,231.7100067138672
2023-11-21,231.2100067138672
2023-11-22,231.14999389648438
2023-11-24,230.66000366210938
2023-11-27,229.16000366210938
2023-11-28,228.99000549316406
2023-11-29,229.16000366210938
2023-11-30,229.9199981689453
2023-12-01,232.94000244140625
2023-12-04,232.5800018310547
2023-12-05,231.55999755859375
2023-12-06,232.35000610351562
2023-12-07,229.99000549316406
2023-12-08,229.27000427246094
2023-12-11,233.2899932861328
2023-12-12,236.67999267578125
2023-12-13,239.22000122070312
2023-12-14,235.97000122070312
2023-12-15,234.13999938964844
2023-12-18,234.85000610351562
2023-12-19,233.6999969482422
2023-12-20,232.22999572753906
2023-12-21,228.99000549316406
2023-12-22,230.97000122070312
2023-12-26,232.5399932861328
2023-12-27,231.61000061035156
2023-12-28,232.49000549316406
2023-12-29,232.97000122070312
2024-01-02,233.4199981689453
2024-01-03,232.50999450683594
2024-01-04,233.66000366210938
2024-01-05,235.2100067138672
2024-01-08,236.75999450683594
2024-01-09,235.22000122070312
2024-01-10,235.2899932861328
2024-01-11,235.33999633789062
2024-01-12,235.9499969482422
2024-01-16,235.27999877929688
2024-01-17,235.38999938964844
2024-01-18,236.0800018310547
2024-01-19,238.24000549316406
2024-01-22,239.39999389648438
2024-01-23,240.36000061035156
2024-01-24,238.44000244140625
2024-01-25,236.72000122070312
2024-01-26,236.10000610351562
2024-01-29,237.7100067138672
2024-01-30,238.58999633789062
2024-01-31,245.77999877929688
2024-02-01,247.0800018310547
2024-02-02,248.80999755859375
2024-02-05,248.27999877929688
2024-02-06,250.80999755859375
2024-02-07,250.27000427246094
2024-02-08,251.0800018310547
2024-02-09,249.99000549316406
2024-02-12,250.07000732421875
2024-02-13,249.58999633789062
2024-02-14,250.89999389648438
2024-02-15,252.0500030517578
2024-02-16,252.97000122070312
2024-02-20,252.94000244140625
2024-02-21,253.9199981689453
2024-02-22,254.75999450683594
2024-02-23,255.8699951171875
2024-02-26,253.5500030517578
2024-02-27,251.30999755859375
2024-02-28,251.55999755859375
2024-02-29,251.1300048828125
2024-03-01,249.69000244140625
2024-03-04,246.1999969482422
2024-03-05,244.0
2024-03-06,243.75999450683594
2024-03-07,244.25
2024-03-08,242.39999389648438
2024-03-11,244.08999633789062
2024-03-12,244.6699981689453
2024-03-13,244.2100067138672
2024-03-14,243.25
2024-03-15,242.08999633789062
2024-03-18,241.85000610351562
2024-03-19,244.1300048828125
2024-03-20,247.72000122070312
2024-03-21,248.9499969482422
2024-03-22,247.61000061035156
2024-03-25,244.1999969482422
2024-03-26,245.07000732421875
2024-03-27,248.3300018310547
2024-03-28,249.74000549316406
2024-04-01,245.30999755859375
2024-04-02,247.66000366210938
2024-04-03,245.1300048828125
2024-04-04,241.49000549316406
2024-04-05,244.85000610351562
2024-04-08,246.63999938964844
2024-04-09,250.00999450683594
2024-04-10,245.7899932861328
2024-04-11,244.4199981689453
2024-04-12,243.85000610351562
2024-04-15,244.0800018310547
2024-04-16,244.2100067138672
2024-04-17,242.89999389648438
2024-04-18,241.99000549316406
2024-04-19,243.30999755859375
2024-04-22,246.30999755859375
2024-04-23,246.83999633789062
2024-04-24,246.61000061035156
2024-04-25,246.33999633789062
2024-04-26,243.07000732421875
2024-04-29,243.9499969482422
2024-04-30,241.88999938964844
2024-05-01,247.3300018310547
2024-05-02,242.02999877929688
2024-05-03,241.88999938964844
2024-05-06,242.74000549316406
2024-05-07,245.1199951171875
2024-05-08,242.94000244140625
2024-05-09,245.14999389648438
2024-05-10,246.86000061035156
2024-05-13,247.8000030517578
2024-05-14,245.5
2024-05-15,246.6199951171875
2024-05-16,250.05999755859375
2024-05-17,252.3300018310547
2024-05-20,251.77999877929688
2024-05-21,252.13999938964844
2024-05-22,254.02000427246094
2024-05-23,251.49000549316406
2024-05-24,248.89999389648438
2024-05-28,243.3000030517578
2024-05-29,240.08999633789062
2024-05-30,240.91000366210938
2024-05-31,244.9199981689453
2024-06-03,244.02000427246094
2024-06-04,245.6699981689453
2024-06-05,245.77999877929688
2024-06-06,247.97000122070312
2024-06-07,252.32000732421875
2024-06-10,246.8699951171875
2024-06-11,246.5800018310547
2024-06-12,246.1300048828125
2024-06-13,244.27000427246094
2024-06-14,242.6199951171875
2024-06-17,244.9600067138672
2024-06-18,244.41000366210938
2024-06-20,246.05999755859375
2024-06-21,247.97000122070312
2024-06-24,249.1999969482422
2024-06-25,248.39999389648438
2024-06-26,238.02000427246094
2024-06-27,237.3000030517578
2024-06-28,238.69000244140625
2024-07-01,235.6699981689453
2024-07-02,236.6300048828125
2024-07-03,236.91000366210938
2024-07-05,235.55999755859375
2024-07-08,233.44000244140625
2024-07-09,234.7100067138672
2024-07-10,234.14999389648438
2024-07-11,235.6300048828125
2024-07-12,238.02000427246094
2024-07-15,242.63999938964844
2024-07-16,245.82000732421875
2024-07-17,249.25
2024-07-18,247.39999389648438
2024-07-19,246.97000122070312
2024-07-22,247.99000549316406
2024-07-23,248.35000610351562
2024-07-24,247.10000610351562
2024-07-25,249.5800018310547
2024-07-26,252.6699981689453
2024-07-29,255.2100067138672
2024-07-30,257.739990234375
2024-07-31,262.6199951171875
2024-08-01,261.29998779296875
2024-08-02,263.5199890136719
2024-08-05,258.1400146484375
2024-08-06,259.4700012207031
2024-08-07,258.9100036621094
2024-08-08,262.7900085449219
2024-08-09,262.17999267578125
2024-08-12,259.1199951171875
2024-08-13,261.9100036621094
2024-08-14,262.82000732421875
2024-08-15,263.6600036621094
2024-08-16,264.0899963378906
2024-08-19,264.6499938964844
2024-08-20,264.5400085449219
2024-08-21,267.8500061035156
2024-08-22,269.3800048828125
2024-08-23,269.6000061035156
2024-08-26,271.3500061035156
2024-08-27,274.67999267578125
2024-08-28,272.67999267578125
2024-08-29,273.3599853515625
2024-08-30,275.9100036621094
2024-09-03,275.54998779296875
2024-09-04,275.2200012207031
2024-09-05,270.1700134277344
2024-09-06,269.55999755859375
2024-09-09,275.5899963378906
2024-09-10,279.260009765625
2024-09-11,277.4800109863281
2024-09-12,278.3999938964844
2024-09-13,277.510009765625
2024-09-16,278.6000061035156
2024-09-17,279.4100036621094
2024-09-18,275.9100036621094
2024-09-19,277.69000244140625
2024-09-20,276.4100036621094
2024-09-23,277.5799865722656
2024-09-24,276.6400146484375
2024-09-25,275.25
2024-09-26,274.42999267578125
2024-09-27,272.8800048828125
2024-09-30,276.7300109863281
2024-10-01,280.0799865722656
2024-10-02,283.54998779296875
2024-10-03,284.6199951171875
2024-10-04,285.1600036621094
2024-10-07,282.1199951171875
2024-10-08,285.4200134277344
2024-10-09,287.7699890136719
2024-10-10,286.9100036621094
2024-10-11,288.3599853515625
2024-10-14,291.0
2024-10-15,290.0400085449219
2024-10-16,290.70001220703125
2024-10-17,291.9599914550781
2024-10-18,292.2900085449219
2024-10-21,290.9100036621094
2024-10-22,291.3399963378906
2024-10-23,290.0400085449219
2024-10-24,289.42999267578125
2024-10-25,287.9599914550781
2024-10-28,286.44000244140625
2024-10-29,287.95001220703125
2024-10-30,292.7799987792969
2024-10-31,289.239990234375
2024-11-01,288.17999267578125
2024-11-04,289.8599853515625
2024-11-05,291.17999267578125
2024-11-06,305.17999267578125
2024-11-07,304.8500061035156
2024-11-08,304.7300109863281
2024-11-11,306.7799987792969
2024-11-12,307.9100036621094
2024-11-13,307.5
2024-11-14,301.989990234375
2024-11-15,297.6400146484375
2024-11-18,297.8900146484375
2024-11-19,297.5400085449219
2024-11-20,298.5899963378906
2024-11-21,304.57000732421875
2024-11-22,305.1499938964844
2024-11-25,304.6700134277344
2024-11-26,307.9700012207031
2024-11-27,306.9200134277344
2024-11-29,306.92999267578125
2024-12-02,306.0299987792969
2024-12-03,303.57000732421875
2024-12-04,303.489990234375
2024-12-05,301.79998779296875
2024-12-06,304.55999755859375
2024-12-09,297.55999755859375
2024-12-10,302.2300109863281
2024-12-11,300.75
2024-12-12,298.75
2024-12-13,296.760009765625
2024-12-16,296.80999755859375
2024-12-17,295.57000732421875
2024-12-18,288.5
2024-12-19,291.3299865722656
2024-12-20,294.0199890136719
2024-12-23,294.1499938964844
2024-12-24,296.4599914550781
2024-12-26,297.2300109863281
2024-12-27,296.17999267578125
2024-12-30,292.9700012207031
2024-12-31,292.7300109863281
2025-01-02,289.6499938964844
2025-01-03,291.69000244140625
2025-01-06,287.1300048828125
2025-01-07,288.3999938964844
2025-01-08,291.8900146484375
2025-01-10,286.8500061035156
2025-01-13,290.20001220703125
2025-01-14,291.69000244140625
2025-01-15,293.3699951171875
2025-01-16,296.2300109863281
2025-01-17,296.17999267578125
2025-01-21,298.1499938964844
2025-01-22,296.3599853515625
2025-01-23,295.79998779296875
2025-01-24,297.1000061035156
2025-01-27,300.1499938964844
2025-01-28,298.30999755859375
2025-01-29,300.57000732421875
2025-01-30,303.260009765625
2025-01-31,303.010009765625
2025-02-03,307.32000732421875
2025-02-04,304.6700134277344
2025-02-05,308.1499938964844
2025-02-06,308.9700012207031
2025-02-07,305.9700012207031
2025-02-10,306.92999267578125
2025-02-11,305.7799987792969
2025-02-12,306.6499938964844
2025-02-13,310.2200012207031
2025-02-14,308.1499938964844
2025-02-18,309.95001220703125
2025-02-19,313.2200012207031
2025-02-20,311.9700012207031
2025-02-21,310.760009765625
2025-02-24,312.20001220703125
2025-02-25,313.3699951171875
2025-02-26,311.3800048828125
2025-02-27,311.29998779296875
2025-02-28,315.17999267578125
2025-03-03,318.6400146484375
2025-03-04,313.44000244140625
2025-03-05,310.42999267578125
2025-03-06,302.4599914550781
2025-03-07,306.45001220703125
2025-03-10,302.989990234375
2025-03-11,292.44000244140625
2025-03-12,294.17999267578125
2025-03-13,290.54998779296875
2025-03-14,291.760009765625
2025-03-17,296.5799865722656
2025-03-18,295.92999267578125
2025-03-19,298.7900085449219
2025-03-20,297.510009765625
2025-03-21,295.32000732421875
2025-03-24,298.8900146484375
2025-03-25,299.3800048828125
2025-03-26,302.4100036621094
2025-03-27,305.42999267578125
2025-03-28,300.8299865722656
2025-03-31,305.5299987792969
2025-04-01,306.5400085449219
2025-04-02,307.2300109863281
2025-04-03,305.3900146484375
2025-04-04,286.1300048828125
2025-04-07,281.2200012207031
2025-04-08,276.760009765625
2025-04-09,294.69000244140625
2025-04-10,292.2099914550781
2025-04-11,299.5400085449219
2025-04-14,301.55999755859375
2025-04-15,298.05999755859375
2025-04-16,294.1400146484375
2025-04-17,293.2799987792969
2025-04-21,284.8500061035156
2025-04-22,292.8900146484375
2025-04-23,293.5400085449219
2025-04-24,294.54998779296875
2025-04-25,291.760009765625
2025-04-28,293.57000732421875
2025-04-29,295.7699890136719
2025-04-30,300.6000061035156
2025-05-01,298.69000244140625
2025-05-02,303.57000732421875
2025-05-05,303.9599914550781
2025-05-06,303.3299865722656
2025-05-07,305.17999267578125
2025-05-08,307.0899963378906
2025-05-09,307.7200012207031
2025-05-12,309.3800048828125
2025-05-13,308.19000244140625
2025-05-14,309.4100036621094
2025-05-15,315.8500061035156
2025-05-16,319.3699951171875
2025-05-19,322.9599914550781
2025-05-20,322.79998779296875
2025-05-21,322.6300048828125
2025-05-22,321.6499938964844
2025-05-23,321.0899963378906
2025-05-27,325.7099914550781
2025-05-28,324.1400146484375
2025-05-29,324.1199951171875
2025-05-30,325.5299987792969
2025-06-02,325.79998779296875
2025-06-03,326.5299987792969
2025-06-04,326.2099914550781
2025-06-05,326.2300109863281
2025-06-06,326.80999755859375
2025-06-09,318.57000732421875
2025-06-10,314.5199890136719
2025-06-11,312.3699951171875
2025-06-12,309.75
2025-06-13,306.82000732421875
2025-06-16,307.9100036621094
2025-06-17,307.6199951171875
2025-06-18,306.7699890136719
2025-06-20,306.260009765625
2025-06-23,310.239990234375
2025-06-24,311.3999938964844
2025-06-25,298.19000244140625
2025-06-26,302.9800109863281
2025-06-27,303.45001220703125
2025-06-30,308.3999938964844
2025-07-01,310.1300048828125
2025-07-02,305.04998779296875
2025-07-03,309.20001220703125
2025-07-07,308.3999938964844
2025-07-08,306.8999938964844
2025-07-09,308.4100036621094
2025-07-10,305.82000732421875
2025-07-11,302.6499938964844
2025-07-14,303.3599853515625
2025-07-15,298.17999267578125
2025-07-16,300.2699890136719
2025-07-17,302.1199951171875
2025-07-18,301.7900085449219
2025-07-21,300.8999938964844
2025-07-22,302.9800109863281
2025-07-23,304.2300109863281
2025-07-24,306.239990234375
2025-07-25,308.6300048828125
2025-07-28,306.8900146484375
2025-07-29,308.6400146484375
2025-07-30,310.94000244140625
2025-07-31,309.5
2025-08-01,300.44000244140625
2025-08-04,302.260009765625
2025-08-05,299.44000244140625
2025-08-06,301.6400146484375
2025-08-07,303.489990234375
2025-08-08,305.80999755859375
2025-08-11,303.7200012207031
2025-08-12,299.6300048828125
2025-08-13,304.95001220703125
2025-08-14,301.67999267578125
2025-08-15,301.7900085449219
2025-08-18,302.6499938964844
2025-08-19,305.7200012207031
2025-08-20,309.0299987792969
2025-08-21,304.94000244140625
2025-08-22,307.95001220703125
2025-08-25,303.8399963378906
2025-08-26,303.45001220703125
2025-08-27,303.0899963378906
2025-08-28,304.1000061035156
2025-08-29,304.04998779296875
2025-09-02,299.7699890136719
2025-09-03,298.8599853515625
2025-09-04,301.19000244140625
2025-09-05,295.9700012207031
2025-09-08,298.42999267578125
2025-09-09,297.239990234375
2025-09-10,292.3900146484375
2025-09-11,298.0299987792969
2025-09-12,293.5
2025-09-15,290.8699951171875
2025-09-16,288.69000244140625
2025-09-17,288.75
2025-09-18,290.95001220703125
2025-09-19,292.0
2025-09-22,293.6600036621094
2025-09-23,289.2099914550781
2025-09-24,291.5
2025-09-25,288.8900146484375
2025-09-26,291.5400085449219
2025-09-29,292.6600036621094
2025-09-30,293.5
2025-10-01,291.6099853515625
2025-10-02,289.8699951171875
2025-10-03,291.30999755859375
2025-10-06,290.54998779296875
2025-10-07,292.94000244140625
2025-10-08,290.70001220703125
2025-10-09,285.8900146484375
2025-10-10,285.19000244140625
2025-10-13,284.3500061035156
2025-10-14,285.9200134277344
2025-10-15,284.2099914550781
2025-10-16,280.1600036621094
2025-10-17,281.2699890136719
2025-10-20,283.0299987792969
2025-10-21,283.9800109863281
2025-10-22,283.95001220703125
2025-10-23,281.54998779296875
2025-10-24,280.94000244140625
2025-10-27,280.5299987792969
2025-10-28,279.6300048828125
2025-10-29,261.2200012207031
2025-10-30,261.5299987792969
2025-10-31,260.29998779296875
2025-11-03,257.1700134277344
2025-11-04,259.2200012207031
2025-11-05,259.57000732421875
2025-11-06,252.36000061035156
2025-11-07,254.16000366210938
2025-11-10,254.05999755859375
2025-11-11,255.1999969482422
2025-11-12,254.5500030517578
2025-11-13,254.61000061035156
2025-11-14,253.08999633789062
2025-11-17,250.89999389648438
2025-11-18,249.69000244140625
2025-11-19,250.41000366210938
2025-11-20,249.05999755859375
2025-11-21,253.1199951171875
2025-11-24,250.10000610351562
2025-11-25,256.30999755859375
2025-11-26,254.3300018310547
2025-11-28,255.3000030517578
2025-12-01,255.83999633789062
2025-12-02,257.17999267578125
2025-12-03,260.2200012207031
2025-12-04,259.3999938964844
2025-12-05,261.6300048828125
2025-12-08,258.69000244140625
2025-12-09,258.2300109863281
2025-12-10,259.3399963378906
2025-12-11,264.69000244140625
2025-12-12,266.1000061035156
2025-12-15,264.95001220703125
2025-12-16,262.1700134277344
2025-12-17,265.4700012207031
2025-12-18,260.9700012207031
2025-12-19,257.94000244140625
2025-12-22,259.739990234375
2025-12-23,257.010009765625
2025-12-24,258.1000061035156
2025-12-26,258.8399963378906
2025-12-29,259.6099853515625
2025-12-30,259.5299987792969
