Date,VLO
2022-12-30,126.86000061035156
2023-01-03,120.04000091552734
2023-01-04,119.62000274658203
2023-01-05,126.58999633789062
2023-01-06,127.55999755859375
2023-01-09,128.5800018310547
2023-01-10,132.00999450683594
2023-01-11,133.60000610351562
2023-01-12,135.32000732421875
2023-01-13,136.1300048828125
2023-01-17,137.61000061035156
2023-01-18,135.52000427246094
2023-01-19,138.47000122070312
2023-01-20,142.72999572753906
2023-01-23,143.0800018310547
2023-01-24,145.02999877929688
2023-01-25,143.35000610351562
2023-01-26,149.9600067138672
2023-01-27,143.2100067138672
2023-01-30,140.19000244140625
2023-01-31,140.02999877929688
2023-02-01,136.22999572753906
2023-02-02,133.0500030517578
2023-02-03,131.72999572753906
2023-02-06,128.08999633789062
2023-02-07,134.52000427246094
2023-02-08,134.1199951171875
2023-02-09,132.6199951171875
2023-02-10,140.72999572753906
2023-02-13,139.8000030517578
2023-02-14,139.69000244140625
2023-02-15,136.3699951171875
2023-02-16,133.97000122070312
2023-02-17,129.61000061035156
2023-02-21,132.1999969482422
2023-02-22,130.69000244140625
2023-02-23,132.42999267578125
2023-02-24,132.75
2023-02-27,135.0500030517578
2023-02-28,131.72999572753906
2023-03-01,139.2899932861328
2023-03-02,139.22999572753906
2023-03-03,141.1699981689453
2023-03-06,139.69000244140625
2023-03-07,136.9600067138672
2023-03-08,132.77000427246094
2023-03-09,132.27999877929688
2023-03-10,132.16000366210938
2023-03-13,128.11000061035156
2023-03-14,131.6199951171875
2023-03-15,124.33000183105469
2023-03-16,127.16999816894531
2023-03-17,126.37000274658203
2023-03-20,128.91000366210938
2023-03-21,132.19000244140625
2023-03-22,131.77000427246094
2023-03-23,130.3800048828125
2023-03-24,129.25999450683594
2023-03-27,131.8800048828125
2023-03-28,136.02000427246094
2023-03-29,136.9499969482422
2023-03-30,137.02000427246094
2023-03-31,139.60000610351562
2023-04-03,138.52999877929688
2023-04-04,127.43000030517578
2023-04-05,135.08999633789062
2023-04-06,132.58999633789062
2023-04-10,135.10000610351562
2023-04-11,136.7100067138672
2023-04-12,133.72000122070312
2023-04-13,133.1300048828125
2023-04-14,131.86000061035156
2023-04-17,128.3000030517578
2023-04-18,127.11000061035156
2023-04-19,124.4000015258789
2023-04-20,122.94999694824219
2023-04-21,119.62999725341797
2023-04-24,120.0
2023-04-25,117.8499984741211
2023-04-26,116.63999938964844
2023-04-27,114.63999938964844
2023-04-28,114.66999816894531
2023-05-01,115.41000366210938
2023-05-02,110.77999877929688
2023-05-03,107.05999755859375
2023-05-04,104.30999755859375
2023-05-05,107.04000091552734
2023-05-08,107.37999725341797
2023-05-09,108.4000015258789
2023-05-10,111.01000213623047
2023-05-11,110.66000366210938
2023-05-12,110.5199966430664
2023-05-15,112.91000366210938
2023-05-16,109.63999938964844
2023-05-17,112.0999984741211
2023-05-18,111.55000305175781
2023-05-19,111.2699966430664
2023-05-22,112.79000091552734
2023-05-23,112.5
2023-05-24,114.79000091552734
2023-05-25,113.18000030517578
2023-05-26,113.81999969482422
2023-05-30,111.66000366210938
2023-05-31,107.04000091552734
2023-06-01,105.93000030517578
2023-06-02,109.2699966430664
2023-06-05,107.38999938964844
2023-06-06,109.2699966430664
2023-06-07,113.5199966430664
2023-06-08,112.44000244140625
2023-06-09,113.38999938964844
2023-06-12,113.08000183105469
2023-06-13,113.08000183105469
2023-06-14,111.83000183105469
2023-06-15,114.02999877929688
2023-06-16,114.20999908447266
2023-06-20,110.95999908447266
2023-06-21,111.62000274658203
2023-06-22,110.38999938964844
2023-06-23,111.30000305175781
2023-06-26,112.98999786376953
2023-06-27,115.3499984741211
2023-06-28,115.69000244140625
2023-06-29,116.61000061035156
2023-06-30,117.30000305175781
2023-07-03,117.43000030517578
2023-07-05,116.75
2023-07-06,113.45999908447266
2023-07-07,114.87999725341797
2023-07-10,112.61000061035156
2023-07-11,115.94999694824219
2023-07-12,115.04000091552734
2023-07-13,115.51000213623047
2023-07-14,113.4800033569336
2023-07-17,113.70999908447266
2023-07-18,115.41999816894531
2023-07-19,118.0199966430664
2023-07-20,120.7300033569336
2023-07-21,122.98999786376953
2023-07-24,125.70999908447266
2023-07-25,124.54000091552734
2023-07-26,126.18000030517578
2023-07-27,125.47000122070312
2023-07-28,129.07000732421875
2023-07-31,128.91000366210938
2023-08-01,128.77000427246094
2023-08-02,126.30999755859375
2023-08-03,125.5999984741211
2023-08-04,126.88999938964844
2023-08-07,129.2899932861328
2023-08-08,131.33999633789062
2023-08-09,133.9499969482422
2023-08-10,134.86000061035156
2023-08-11,139.05999755859375
2023-08-14,136.5
2023-08-15,131.13999938964844
2023-08-16,130.94000244140625
2023-08-17,132.02000427246094
2023-08-18,133.5800018310547
2023-08-21,131.16000366210938
2023-08-22,130.88999938964844
2023-08-23,129.3699951171875
2023-08-24,129.4600067138672
2023-08-25,133.1199951171875
2023-08-28,131.60000610351562
2023-08-29,131.38999938964844
2023-08-30,131.4499969482422
2023-08-31,129.89999389648438
2023-09-01,133.5800018310547
2023-09-05,133.1199951171875
2023-09-06,134.02999877929688
2023-09-07,136.25
2023-09-08,142.05999755859375
2023-09-11,143.74000549316406
2023-09-12,146.25999450683594
2023-09-13,145.47999572753906
2023-09-14,145.9499969482422
2023-09-15,143.67999267578125
2023-09-18,146.27999877929688
2023-09-19,142.66000366210938
2023-09-20,142.97000122070312
2023-09-21,146.3000030517578
2023-09-22,145.27000427246094
2023-09-25,146.5399932861328
2023-09-26,141.5800018310547
2023-09-27,143.9499969482422
2023-09-28,147.17999267578125
2023-09-29,141.7100067138672
2023-10-02,138.08999633789062
2023-10-03,133.5800018310547
2023-10-04,128.6699981689453
2023-10-05,127.4800033569336
2023-10-06,126.52999877929688
2023-10-09,126.94999694824219
2023-10-10,130.2100067138672
2023-10-11,129.60000610351562
2023-10-12,126.2300033569336
2023-10-13,126.05000305175781
2023-10-16,129.1999969482422
2023-10-17,130.72000122070312
2023-10-18,134.02999877929688
2023-10-19,132.4199981689453
2023-10-20,131.17999267578125
2023-10-23,130.72999572753906
2023-10-24,128.8000030517578
2023-10-25,126.86000061035156
2023-10-26,125.36000061035156
2023-10-27,123.55999755859375
2023-10-30,124.23999786376953
2023-10-31,127.0
2023-11-01,127.7300033569336
2023-11-02,128.9600067138672
2023-11-03,126.43000030517578
2023-11-06,125.81999969482422
2023-11-07,123.05000305175781
2023-11-08,121.58000183105469
2023-11-09,119.91999816894531
2023-11-10,122.66999816894531
2023-11-13,124.2699966430664
2023-11-14,126.08000183105469
2023-11-15,126.69999694824219
2023-11-16,121.91999816894531
2023-11-17,124.11000061035156
2023-11-20,124.7300033569336
2023-11-21,123.16999816894531
2023-11-22,125.36000061035156
2023-11-24,124.95999908447266
2023-11-27,125.61000061035156
2023-11-28,125.23999786376953
2023-11-29,124.08000183105469
2023-11-30,125.36000061035156
2023-12-01,126.37999725341797
2023-12-04,126.45999908447266
2023-12-05,125.6500015258789
2023-12-06,122.7300033569336
2023-12-07,122.06999969482422
2023-12-08,122.73999786376953
2023-12-11,123.4800033569336
2023-12-12,120.9000015258789
2023-12-13,124.80000305175781
2023-12-14,129.17999267578125
2023-12-15,128.57000732421875
2023-12-18,131.9199981689453
2023-12-19,133.60000610351562
2023-12-20,132.5399932861328
2023-12-21,131.9199981689453
2023-12-22,132.1999969482422
2023-12-26,133.19000244140625
2023-12-27,131.82000732421875
2023-12-28,130.08999633789062
2023-12-29,130.0
2024-01-02,130.66000366210938
2024-01-03,133.74000549316406
2024-01-04,130.30999755859375
2024-01-05,129.0
2024-01-08,129.27000427246094
2024-01-09,127.16999816894531
2024-01-10,124.7699966430664
2024-01-11,128.0
2024-01-12,131.5
2024-01-16,129.3000030517578
2024-01-17,126.30999755859375
2024-01-18,125.95999908447266
2024-01-19,128.16000366210938
2024-01-22,129.1199951171875
2024-01-23,129.11000061035156
2024-01-24,130.14999389648438
2024-01-25,134.4600067138672
2024-01-26,137.91000366210938
2024-01-29,138.3800048828125
2024-01-30,141.88999938964844
2024-01-31,138.89999389648438
2024-02-01,138.2899932861328
2024-02-02,137.85000610351562
2024-02-05,140.41000366210938
2024-02-06,137.8300018310547
2024-02-07,141.17999267578125
2024-02-08,141.8000030517578
2024-02-09,143.05999755859375
2024-02-12,142.52999877929688
2024-02-13,141.57000732421875
2024-02-14,141.0399932861328
2024-02-15,141.99000549316406
2024-02-16,139.5399932861328
2024-02-20,135.02999877929688
2024-02-21,137.14999389648438
2024-02-22,139.77999877929688
2024-02-23,141.5800018310547
2024-02-26,145.08999633789062
2024-02-27,142.97999572753906
2024-02-28,139.2100067138672
2024-02-29,141.4600067138672
2024-03-01,143.27999877929688
2024-03-04,144.6999969482422
2024-03-05,144.30999755859375
2024-03-06,144.44000244140625
2024-03-07,149.02999877929688
2024-03-08,149.52999877929688
2024-03-11,150.5399932861328
2024-03-12,150.72999572753906
2024-03-13,158.6300048828125
2024-03-14,159.38999938964844
2024-03-15,163.6999969482422
2024-03-18,166.2899932861328
2024-03-19,167.38999938964844
2024-03-20,169.57000732421875
2024-03-21,170.97999572753906
2024-03-22,169.63999938964844
2024-03-25,168.49000549316406
2024-03-26,167.25
2024-03-27,167.80999755859375
2024-03-28,170.69000244140625
2024-04-01,172.63999938964844
2024-04-02,177.22000122070312
2024-04-03,180.3699951171875
2024-04-04,180.61000061035156
2024-04-05,183.38999938964844
2024-04-08,180.88999938964844
2024-04-09,176.25999450683594
2024-04-10,175.6999969482422
2024-04-11,177.0399932861328
2024-04-12,173.5399932861328
2024-04-15,170.6699981689453
2024-04-16,168.99000549316406
2024-04-17,167.27999877929688
2024-04-18,162.49000549316406
2024-04-19,163.88999938964844
2024-04-22,165.89999389648438
2024-04-23,167.5399932861328
2024-04-24,167.0
2024-04-25,167.1300048828125
2024-04-26,165.8000030517578
2024-04-29,167.50999450683594
2024-04-30,159.8699951171875
2024-05-01,155.66000366210938
2024-05-02,157.33999633789062
2024-05-03,156.83999633789062
2024-05-06,158.1999969482422
2024-05-07,156.6699981689453
2024-05-08,157.07000732421875
2024-05-09,158.8699951171875
2024-05-10,156.1300048828125
2024-05-13,155.92999267578125
2024-05-14,155.92999267578125
2024-05-15,157.7100067138672
2024-05-16,158.5
2024-05-17,166.05999755859375
2024-05-20,163.77999877929688
2024-05-21,162.38999938964844
2024-05-22,162.0
2024-05-23,162.55999755859375
2024-05-24,162.4199981689453
2024-05-28,163.57000732421875
2024-05-29,155.69000244140625
2024-05-30,150.89999389648438
2024-05-31,157.13999938964844
2024-06-03,153.94000244140625
2024-06-04,155.3800048828125
2024-06-05,154.0399932861328
2024-06-06,155.77000427246094
2024-06-07,154.42999267578125
2024-06-10,154.58999633789062
2024-06-11,153.60000610351562
2024-06-12,148.3800048828125
2024-06-13,149.82000732421875
2024-06-14,150.07000732421875
2024-06-17,151.11000061035156
2024-06-18,149.94000244140625
2024-06-20,152.47000122070312
2024-06-21,150.2100067138672
2024-06-24,150.72999572753906
2024-06-25,153.7899932861328
2024-06-26,153.5800018310547
2024-06-27,154.0399932861328
2024-06-28,156.75999450683594
2024-07-01,157.97999572753906
2024-07-02,157.9600067138672
2024-07-03,158.5
2024-07-05,152.77999877929688
2024-07-08,147.9600067138672
2024-07-09,146.3000030517578
2024-07-10,144.89999389648438
2024-07-11,146.63999938964844
2024-07-12,147.9199981689453
2024-07-15,148.75
2024-07-16,148.8300018310547
2024-07-17,150.0500030517578
2024-07-18,147.77999877929688
2024-07-19,148.3300018310547
2024-07-22,149.02000427246094
2024-07-23,146.8699951171875
2024-07-24,148.82000732421875
2024-07-25,157.0
2024-07-26,159.1199951171875
2024-07-29,157.4499969482422
2024-07-30,163.47999572753906
2024-07-31,161.72000122070312
2024-08-01,156.4499969482422
2024-08-02,148.55999755859375
2024-08-05,147.63999938964844
2024-08-06,148.85000610351562
2024-08-07,148.27000427246094
2024-08-08,151.61000061035156
2024-08-09,151.0800018310547
2024-08-12,151.49000549316406
2024-08-13,147.5399932861328
2024-08-14,147.82000732421875
2024-08-15,149.3000030517578
2024-08-16,149.82000732421875
2024-08-19,148.22000122070312
2024-08-20,141.25999450683594
2024-08-21,143.8699951171875
2024-08-22,143.42999267578125
2024-08-23,145.8699951171875
2024-08-26,143.08999633789062
2024-08-27,140.92999267578125
2024-08-28,141.0500030517578
2024-08-29,141.80999755859375
2024-08-30,146.72999572753906
2024-09-03,141.3699951171875
2024-09-04,139.6300048828125
2024-09-05,135.52000427246094
2024-09-06,134.19000244140625
2024-09-09,134.16000366210938
2024-09-10,136.08999633789062
2024-09-11,132.89999389648438
2024-09-12,134.1199951171875
2024-09-13,134.25999450683594
2024-09-16,133.75
2024-09-17,135.8000030517578
2024-09-18,136.66000366210938
2024-09-19,138.69000244140625
2024-09-20,134.4600067138672
2024-09-23,135.17999267578125
2024-09-24,132.82000732421875
2024-09-25,132.80999755859375
2024-09-26,136.6199951171875
2024-09-27,135.97000122070312
2024-09-30,135.02999877929688
2024-10-01,137.47000122070312
2024-10-02,135.67999267578125
2024-10-03,144.02999877929688
2024-10-04,142.4199981689453
2024-10-07,143.97999572753906
2024-10-08,136.33999633789062
2024-10-09,139.36000061035156
2024-10-10,142.7100067138672
2024-10-11,142.33999633789062
2024-10-14,141.1699981689453
2024-10-15,134.64999389648438
2024-10-16,135.52000427246094
2024-10-17,136.64999389648438
2024-10-18,137.0399932861328
2024-10-21,135.5
2024-10-22,135.7100067138672
2024-10-23,132.88999938964844
2024-10-24,131.36000061035156
2024-10-25,132.39999389648438
2024-10-28,132.25999450683594
2024-10-29,127.87999725341797
2024-10-30,128.72999572753906
2024-10-31,129.75999450683594
2024-11-01,128.22000122070312
2024-11-04,129.9499969482422
2024-11-05,132.05999755859375
2024-11-06,138.7100067138672
2024-11-07,136.11000061035156
2024-11-08,136.69000244140625
2024-11-11,138.02000427246094
2024-11-12,137.02000427246094
2024-11-13,139.55999755859375
2024-11-14,140.02000427246094
2024-11-15,140.16000366210938
2024-11-18,144.00999450683594
2024-11-19,142.00999450683594
2024-11-20,141.1999969482422
2024-11-21,141.11000061035156
2024-11-22,140.91000366210938
2024-11-25,139.82000732421875
2024-11-26,139.8000030517578
2024-11-27,138.55999755859375
2024-11-29,139.0800018310547
2024-12-02,140.13999938964844
2024-12-03,137.47000122070312
2024-12-04,134.07000732421875
2024-12-05,133.0500030517578
2024-12-06,131.52000427246094
2024-12-09,134.5500030517578
2024-12-10,132.32000732421875
2024-12-11,133.2899932861328
2024-12-12,129.67999267578125
2024-12-13,129.13999938964844
2024-12-16,125.06999969482422
2024-12-17,124.88999938964844
2024-12-18,121.73999786376953
2024-12-19,118.93000030517578
2024-12-20,118.58999633789062
2024-12-23,118.6500015258789
2024-12-24,118.83999633789062
2024-12-26,119.68000030517578
2024-12-27,119.58000183105469
2024-12-30,119.58999633789062
2024-12-31,122.58999633789062
2025-01-02,123.1500015258789
2025-01-03,124.26000213623047
2025-01-06,122.12000274658203
2025-01-07,123.98999786376953
2025-01-08,125.19000244140625
2025-01-10,127.1500015258789
2025-01-13,133.35000610351562
2025-01-14,134.05999755859375
2025-01-15,137.91000366210938
2025-01-16,139.3699951171875
2025-01-17,141.0500030517578
2025-01-21,139.52999877929688
2025-01-22,135.0800018310547
2025-01-23,140.7100067138672
2025-01-24,139.6300048828125
2025-01-27,141.30999755859375
2025-01-28,138.1300048828125
2025-01-29,139.47999572753906
2025-01-30,135.4199981689453
2025-01-31,133.0
2025-02-03,136.17999267578125
2025-02-04,142.99000549316406
2025-02-05,140.5399932861328
2025-02-06,134.2899932861328
2025-02-07,133.0800018310547
2025-02-10,136.80999755859375
2025-02-11,136.88999938964844
2025-02-12,130.91000366210938
2025-02-13,130.99000549316406
2025-02-14,135.30999755859375
2025-02-18,138.19000244140625
2025-02-19,137.14999389648438
2025-02-20,139.13999938964844
2025-02-21,134.74000549316406
2025-02-24,135.05999755859375
2025-02-25,133.66000366210938
2025-02-26,130.16000366210938
2025-02-27,129.6300048828125
2025-02-28,130.72999572753906
2025-03-03,128.39999389648438
2025-03-04,127.61000061035156
2025-03-05,121.76000213623047
2025-03-06,126.0
2025-03-07,126.8499984741211
2025-03-10,126.80000305175781
2025-03-11,123.02999877929688
2025-03-12,125.18000030517578
2025-03-13,125.80000305175781
2025-03-14,129.13999938964844
2025-03-17,132.9499969482422
2025-03-18,132.02999877929688
2025-03-19,133.83999633789062
2025-03-20,134.8300018310547
2025-03-21,131.50999450683594
2025-03-24,131.9499969482422
2025-03-25,132.0
2025-03-26,134.52000427246094
2025-03-27,133.22999572753906
2025-03-28,131.47999572753906
2025-03-31,132.07000732421875
2025-04-01,133.74000549316406
2025-04-02,133.6199951171875
2025-04-03,114.29000091552734
2025-04-04,104.69000244140625
2025-04-07,106.66999816894531
2025-04-08,105.18000030517578
2025-04-09,115.9000015258789
2025-04-10,109.01000213623047
2025-04-11,110.69999694824219
2025-04-14,110.33000183105469
2025-04-15,107.55000305175781
2025-04-16,107.12999725341797
2025-04-17,110.05999755859375
2025-04-21,108.83999633789062
2025-04-22,112.45999908447266
2025-04-23,114.5
2025-04-24,113.36000061035156
2025-04-25,113.87000274658203
2025-04-28,114.75
2025-04-29,115.5199966430664
2025-04-30,116.08999633789062
2025-05-01,114.87999725341797
2025-05-02,118.93000030517578
2025-05-05,119.33999633789062
2025-05-06,117.0
2025-05-07,116.94999694824219
2025-05-08,121.7300033569336
2025-05-09,122.93000030517578
2025-05-12,130.49000549316406
2025-05-13,135.11000061035156
2025-05-14,134.32000732421875
2025-05-15,135.3699951171875
2025-05-16,135.74000549316406
2025-05-19,134.3300018310547
2025-05-20,132.2100067138672
2025-05-21,127.80000305175781
2025-05-22,128.72000122070312
2025-05-23,128.5500030517578
2025-05-27,130.7100067138672
2025-05-28,126.93000030517578
2025-05-29,129.16000366210938
2025-05-30,128.97000122070312
2025-06-02,128.3000030517578
2025-06-03,130.9499969482422
2025-06-04,126.54000091552734
2025-06-05,126.87999725341797
2025-06-06,128.35000610351562
2025-06-09,128.25999450683594
2025-06-10,131.92999267578125
2025-06-11,134.05999755859375
2025-06-12,133.5
2025-06-13,134.11000061035156
2025-06-16,137.75999450683594
2025-06-17,141.77000427246094
2025-06-18,139.4199981689453
2025-06-20,141.10000610351562
2025-06-23,137.05999755859375
2025-06-24,135.85000610351562
2025-06-25,135.72000122070312
2025-06-26,136.97000122070312
2025-06-27,134.69000244140625
2025-06-30,134.4199981689453
2025-07-01,138.00999450683594
2025-07-02,142.05999755859375
2025-07-03,144.5800018310547
2025-07-07,143.74000549316406
2025-07-08,148.6699981689453
2025-07-09,149.07000732421875
2025-07-10,154.80999755859375
2025-07-11,153.0500030517578
2025-07-14,148.8699951171875
2025-07-15,148.8000030517578
2025-07-16,143.19000244140625
2025-07-17,144.6699981689453
2025-07-18,146.14999389648438
2025-07-21,146.27999877929688
2025-07-22,145.11000061035156
2025-07-23,147.5399932861328
2025-07-24,140.33999633789062
2025-07-25,141.97000122070312
2025-07-28,144.75
2025-07-29,144.72999572753906
2025-07-30,139.3699951171875
2025-07-31,137.30999755859375
2025-08-01,133.17999267578125
2025-08-04,135.0399932861328
2025-08-05,136.8300018310547
2025-08-06,133.4600067138672
2025-08-07,132.58999633789062
2025-08-08,133.2899932861328
2025-08-11,131.77000427246094
2025-08-12,133.3800048828125
2025-08-13,136.14999389648438
2025-08-14,135.82000732421875
2025-08-15,136.8000030517578
2025-08-18,136.80999755859375
2025-08-19,137.92999267578125
2025-08-20,140.50999450683594
2025-08-21,140.2899932861328
2025-08-22,145.3699951171875
2025-08-25,147.11000061035156
2025-08-26,146.9499969482422
2025-08-27,150.77000427246094
2025-08-28,151.16000366210938
2025-08-29,152.00999450683594
2025-09-02,154.27999877929688
2025-09-03,155.3800048828125
2025-09-04,155.38999938964844
2025-09-05,156.77000427246094
2025-09-08,157.36000061035156
2025-09-09,161.8300018310547
2025-09-10,158.5
2025-09-11,157.58999633789062
2025-09-12,156.72000122070312
2025-09-15,157.57000732421875
2025-09-16,162.63999938964844
2025-09-17,163.6699981689453
2025-09-18,163.85000610351562
2025-09-19,162.6199951171875
2025-09-22,166.44000244140625
2025-09-23,170.38999938964844
2025-09-24,170.8300018310547
2025-09-25,174.4199981689453
2025-09-26,175.6300048828125
2025-09-29,172.13999938964844
2025-09-30,170.25999450683594
2025-10-01,167.6699981689453
2025-10-02,164.6999969482422
2025-10-03,160.39999389648438
2025-10-06,163.4199981689453
2025-10-07,163.1699981689453
2025-10-08,162.44000244140625
2025-10-09,162.00999450683594
2025-10-10,158.02000427246094
2025-10-13,161.41000366210938
2025-10-14,162.19000244140625
2025-10-15,160.97999572753906
2025-10-16,156.38999938964844
2025-10-17,157.77000427246094
2025-10-20,160.1699981689453
2025-10-21,157.69000244140625
2025-10-22,161.8699951171875
2025-10-23,173.1300048828125
2025-10-24,171.0500030517578
2025-10-27,174.35000610351562
2025-10-28,169.33999633789062
2025-10-29,170.66000366210938
2025-10-30,170.10000610351562
2025-10-31,169.55999755859375
2025-11-03,171.60000610351562
2025-11-04,169.11000061035156
2025-11-05,170.13999938964844
2025-11-06,176.00999450683594
2025-11-07,175.6199951171875
2025-11-10,179.17999267578125
2025-11-11,180.86000061035156
2025-11-12,177.5399932861328
2025-11-13,175.77999877929688
2025-11-14,181.75999450683594
2025-11-17,178.39999389648438
2025-11-18,185.42999267578125
2025-11-19,180.3300018310547
2025-11-20,170.82000732421875
2025-11-21,173.4499969482422
2025-11-24,174.3699951171875
2025-11-25,174.10000610351562
2025-11-26,174.47000122070312
2025-11-28,176.75999450683594
2025-12-01,180.5399932861328
2025-12-02,178.52999877929688
2025-12-03,177.0500030517578
2025-12-04,174.9499969482422
2025-12-05,174.13999938964844
2025-12-08,173.55999755859375
2025-12-09,175.32000732421875
2025-12-10,176.0
2025-12-11,171.91000366210938
2025-12-12,168.3000030517578
2025-12-15,167.89999389648438
2025-12-16,162.82000732421875
2025-12-17,162.91000366210938
2025-12-18,161.94000244140625
2025-12-19,162.7100067138672
2025-12-22,163.5500030517578
2025-12-23,164.77000427246094
2025-12-24,164.47000122070312
2025-12-26,164.00999450683594
2025-12-29,165.66000366210938
2025-12-30,164.86000061035156
