Date,MMM
2022-12-06,104.16387939453125
2022-12-07,105.64381408691406
2022-12-08,105.3511734008789
2022-12-09,105.15050506591797
2022-12-12,106.06187438964844
2022-12-13,106.42976379394531
2022-12-14,105.42642211914062
2022-12-15,102.32441711425781
2022-12-16,101.74748992919922
2022-12-19,102.11538696289062
2022-12-20,101.01170349121094
2022-12-21,103.22742462158203
2022-12-22,101.66387939453125
2022-12-23,100.45150756835938
2022-12-27,100.51839447021484
2022-12-28,98.90467834472656
2022-12-29,100.81103515625
2022-12-30,100.2675552368164
2023-01-03,102.39966583251953
2023-01-04,104.64046478271484
2023-01-05,102.80936431884766
2023-01-06,105.95317840576172
2023-01-09,106.01170349121094
2023-01-10,107.13211059570312
2023-01-11,107.95986938476562
2023-01-12,108.15217590332031
2023-01-13,108.28594970703125
2023-01-17,105.85284423828125
2023-01-18,102.63378143310547
2023-01-19,99.02173614501953
2023-01-20,100.8779296875
2023-01-23,102.52508544921875
2023-01-24,96.15384674072266
2023-01-25,94.42308044433594
2023-01-26,94.94147491455078
2023-01-27,96.36287689208984
2023-01-30,94.13043212890625
2023-01-31,96.22073364257812
2023-02-01,96.87290954589844
2023-02-02,100.57691955566406
2023-02-03,98.23578643798828
2023-02-06,97.40802764892578
2023-02-07,97.74247741699219
2023-02-08,96.36287689208984
2023-02-09,94.42308044433594
2023-02-10,95.21739196777344
2023-02-13,96.3879623413086
2023-02-14,95.4933090209961
2023-02-15,95.97826385498047
2023-02-16,93.6454849243164
2023-02-17,94.4732437133789
2023-02-21,91.34615325927734
2023-02-22,91.08695983886719
2023-02-23,91.06187438964844
2023-02-24,90.13378143310547
2023-02-27,90.5267562866211
2023-02-28,90.08361053466797
2023-03-01,92.1488265991211
2023-03-02,91.88963317871094
2023-03-03,93.0267562866211
2023-03-06,91.91471862792969
2023-03-07,89.54013061523438
2023-03-08,89.59866333007812
2023-03-09,88.22742462158203
2023-03-10,87.0066909790039
2023-03-13,86.53845977783203
2023-03-14,85.93645477294922
2023-03-15,85.93645477294922
2023-03-16,87.13211059570312
2023-03-17,86.13712310791016
2023-03-20,87.2157211303711
2023-03-21,87.1989974975586
2023-03-22,84.89966583251953
2023-03-23,84.44815826416016
2023-03-24,84.56521606445312
2023-03-27,84.85785675048828
2023-03-28,85.06688690185547
2023-03-29,86.27926635742188
2023-03-30,85.93645477294922
2023-03-31,87.88461303710938
2023-04-03,87.43311309814453
2023-04-04,85.4933090209961
2023-04-05,85.5267562866211
2023-04-06,84.91638946533203
2023-04-10,85.91973114013672
2023-04-11,87.42475128173828
2023-04-12,87.26588439941406
2023-04-13,88.75418090820312
2023-04-14,88.43645477294922
2023-04-17,89.28093719482422
2023-04-18,88.8545150756836
2023-04-19,88.69564819335938
2023-04-20,87.56688690185547
2023-04-21,87.35785675048828
2023-04-24,87.84281158447266
2023-04-25,87.26588439941406
2023-04-26,86.05351257324219
2023-04-27,88.06856536865234
2023-04-28,88.81270599365234
2023-05-01,88.50334167480469
2023-05-02,86.10367584228516
2023-05-03,85.97826385498047
2023-05-04,85.15050506591797
2023-05-05,86.41304016113281
2023-05-08,85.56856536865234
2023-05-09,84.28093719482422
2023-05-10,84.36454772949219
2023-05-11,84.26421356201172
2023-05-12,83.8377914428711
2023-05-15,84.02173614501953
2023-05-16,81.94815826416016
2023-05-17,83.76254272460938
2023-05-18,83.31103515625
2023-05-19,82.8010025024414
2023-05-22,85.04180908203125
2023-05-23,84.19732666015625
2023-05-24,81.09532165527344
2023-05-25,81.1454849243164
2023-05-26,81.05351257324219
2023-05-30,80.3177261352539
2023-05-31,78.01839447021484
2023-06-01,78.82942962646484
2023-06-02,85.72742462158203
2023-06-05,81.92308044433594
2023-06-06,82.1822738647461
2023-06-07,84.44815826416016
2023-06-08,84.24748992919922
2023-06-09,83.52842712402344
2023-06-12,84.6655502319336
2023-06-13,85.90300750732422
2023-06-14,85.24247741699219
2023-06-15,86.79766082763672
2023-06-16,87.40802764892578
2023-06-20,85.53511810302734
2023-06-21,84.84114074707031
2023-06-22,83.97157287597656
2023-06-23,84.21405029296875
2023-06-26,83.95484924316406
2023-06-27,82.15718841552734
2023-06-28,82.41638946533203
2023-06-29,82.9765853881836
2023-06-30,83.68729400634766
2023-07-03,84.56521606445312
2023-07-05,82.466552734375
2023-07-06,80.5267562866211
2023-07-07,81.34615325927734
2023-07-10,81.26254272460938
2023-07-11,85.21739196777344
2023-07-12,84.92475128173828
2023-07-13,86.00334167480469
2023-07-14,85.53511810302734
2023-07-17,85.033447265625
2023-07-18,86.1287612915039
2023-07-19,86.52173614501953
2023-07-20,87.1989974975586
2023-07-21,87.2324447631836
2023-07-24,87.1822738647461
2023-07-25,91.83110046386719
2023-07-26,94.18060302734375
2023-07-27,92.96822357177734
2023-07-28,93.54515075683594
2023-07-31,93.22742462158203
2023-08-01,92.44147491455078
2023-08-02,91.06187438964844
2023-08-03,89.62374877929688
2023-08-04,88.21906280517578
2023-08-07,87.98494720458984
2023-08-08,87.05685424804688
2023-08-09,86.71405029296875
2023-08-10,86.87290954589844
2023-08-11,87.41638946533203
2023-08-14,86.47157287597656
2023-08-15,84.56521606445312
2023-08-16,84.27257537841797
2023-08-17,85.11705780029297
2023-08-18,83.62039947509766
2023-08-21,82.93478393554688
2023-08-22,82.36621856689453
2023-08-23,83.31939697265625
2023-08-24,82.35785675048828
2023-08-25,82.73411560058594
2023-08-28,87.05685424804688
2023-08-29,88.26923370361328
2023-08-30,87.33277893066406
2023-08-31,89.18896484375
2023-09-01,89.42308044433594
2023-09-05,89.33946228027344
2023-09-06,88.93812561035156
2023-09-07,88.58695983886719
2023-09-08,88.82942962646484
2023-09-11,90.20903015136719
2023-09-12,89.59866333007812
2023-09-13,84.4899673461914
2023-09-14,85.55184173583984
2023-09-15,84.49832916259766
2023-09-18,84.48160552978516
2023-09-19,83.80435180664062
2023-09-20,82.7675552368164
2023-09-21,81.51337432861328
2023-09-22,81.13712310791016
2023-09-25,79.25585174560547
2023-09-26,78.49497985839844
2023-09-27,78.14381408691406
2023-09-28,77.9765853881836
2023-09-29,78.27759552001953
2023-10-02,75.43478393554688
2023-10-03,74.23912811279297
2023-10-04,73.59532165527344
2023-10-05,73.43645477294922
2023-10-06,73.91304016113281
2023-10-09,74.4565200805664
2023-10-10,75.78594970703125
2023-10-11,75.57691955566406
2023-10-12,74.43143463134766
2023-10-13,74.14715576171875
2023-10-16,75.20066833496094
2023-10-17,75.71070098876953
2023-10-18,73.91304016113281
2023-10-19,72.79264068603516
2023-10-20,72.36621856689453
2023-10-23,71.57190704345703
2023-10-24,75.3511734008789
2023-10-25,74.74080657958984
2023-10-26,74.1220703125
2023-10-27,73.17726135253906
2023-10-30,74.84949493408203
2023-10-31,76.04515075683594
2023-11-01,75.71906280517578
2023-11-02,77.1822738647461
2023-11-03,78.47826385498047
2023-11-06,78.19397735595703
2023-11-07,77.88461303710938
2023-11-08,77.19063568115234
2023-11-09,76.6722412109375
2023-11-10,77.60033416748047
2023-11-13,77.5
2023-11-14,79.40635681152344
2023-11-15,80.95317840576172
2023-11-16,80.02508544921875
2023-11-17,79.7157211303711
2023-11-20,79.41471862792969
2023-11-21,78.58695983886719
2023-11-22,79.74080657958984
2023-11-24,80.22575378417969
2023-11-27,81.1622085571289
2023-11-28,82.36621856689453
2023-11-29,82.33277893066406
2023-11-30,82.8344497680664
2023-12-01,83.48662567138672
2023-12-04,86.48829650878906
2023-12-05,85.02508544921875
2023-12-06,85.94481658935547
2023-12-07,86.3545150756836
2023-12-08,86.42976379394531
2023-12-11,86.25418090820312
2023-12-12,85.75251007080078
2023-12-13,87.11538696289062
2023-12-14,89.49832916259766
2023-12-15,89.44815826416016
2023-12-18,88.52006530761719
2023-12-19,88.8377914428711
2023-12-20,86.68060302734375
2023-12-21,88.26087188720703
2023-12-22,88.90467834472656
2023-12-26,90.39297485351562
2023-12-27,90.91973114013672
2023-12-28,91.71405029296875
2023-12-29,91.40467834472656
2024-01-02,91.9732437133789
2024-01-03,90.12541961669922
2024-01-04,90.44314575195312
2024-01-05,90.7943115234375
2024-01-08,91.02006530761719
2024-01-09,91.22073364257812
2024-01-10,90.55184173583984
2024-01-11,91.07023620605469
2024-01-12,90.40133666992188
2024-01-16,90.0
2024-01-17,88.69564819335938
2024-01-18,88.99665832519531
2024-01-19,90.10033416748047
2024-01-22,90.3177261352539
2024-01-23,80.3511734008789
2024-01-24,77.95986938476562
2024-01-25,80.25083923339844
2024-01-26,80.25919342041016
2024-01-29,80.58528137207031
2024-01-30,80.05852508544922
2024-01-31,78.8879623413086
2024-02-01,80.19230651855469
2024-02-02,79.32273864746094
2024-02-05,77.533447265625
2024-02-06,78.39464569091797
2024-02-07,78.46154022216797
2024-02-08,77.92642211914062
2024-02-09,77.67558288574219
2024-02-12,79.1220703125
2024-02-13,77.47491455078125
2024-02-14,77.27424621582031
2024-02-15,77.24080657958984
2024-02-16,76.29598999023438
2024-02-20,76.77257537841797
2024-02-21,76.68060302734375
2024-02-22,77.11538696289062
2024-02-23,77.40802764892578
2024-02-26,76.77257537841797
2024-02-27,77.17391204833984
2024-02-28,76.47157287597656
2024-02-29,77.0234146118164
2024-03-01,76.80602264404297
2024-03-04,76.45484924316406
2024-03-05,77.5
2024-03-06,77.35785675048828
2024-03-07,77.44147491455078
2024-03-08,78.51170349121094
2024-03-11,78.63712310791016
2024-03-12,82.54180908203125
2024-03-13,87.01505279541016
2024-03-14,86.22073364257812
2024-03-15,87.79264068603516
2024-03-18,87.62541961669922
2024-03-19,88.0602035522461
2024-03-20,90.39297485351562
2024-03-21,90.19230651855469
2024-03-22,89.28093719482422
2024-03-25,87.65885925292969
2024-03-26,85.81103515625
2024-03-27,87.44983673095703
2024-03-28,88.68729400634766
2024-04-01,94.0199966430664
2024-04-02,92.83999633789062
2024-04-03,93.19000244140625
2024-04-04,90.54000091552734
2024-04-05,91.02999877929688
2024-04-08,91.93000030517578
2024-04-09,92.61000061035156
2024-04-10,92.62999725341797
2024-04-11,93.18000030517578
2024-04-12,91.30999755859375
2024-04-15,91.30000305175781
2024-04-16,91.05000305175781
2024-04-17,90.95999908447266
2024-04-18,91.4800033569336
2024-04-19,92.2699966430664
2024-04-22,92.62000274658203
2024-04-23,93.0
2024-04-24,92.0199966430664
2024-04-25,91.41000366210938
2024-04-26,91.83000183105469
2024-04-29,92.16000366210938
2024-04-30,96.51000213623047
2024-05-01,98.44000244140625
2024-05-02,96.80999755859375
2024-05-03,97.1500015258789
2024-05-06,96.58999633789062
2024-05-07,95.54000091552734
2024-05-08,96.3499984741211
2024-05-09,97.33000183105469
2024-05-10,98.93000030517578
2024-05-13,99.62999725341797
2024-05-14,100.08000183105469
2024-05-15,101.23999786376953
2024-05-16,104.86000061035156
2024-05-17,105.26000213623047
2024-05-20,105.20999908447266
2024-05-21,103.13999938964844
2024-05-22,101.48999786376953
2024-05-23,99.51000213623047
2024-05-24,99.66999816894531
2024-05-28,98.68000030517578
2024-05-29,97.55999755859375
2024-05-30,98.19999694824219
2024-05-31,100.13999938964844
2024-06-03,99.76000213623047
2024-06-04,98.61000061035156
2024-06-05,99.05999755859375
2024-06-06,98.22000122070312
2024-06-07,100.86000061035156
2024-06-10,100.66000366210938
2024-06-11,101.31999969482422
2024-06-12,101.20999908447266
2024-06-13,101.54000091552734
2024-06-14,100.9000015258789
2024-06-17,100.52999877929688
2024-06-18,100.7699966430664
2024-06-20,101.66000366210938
2024-06-21,102.38999938964844
2024-06-24,102.98999786376953
2024-06-25,102.05000305175781
2024-06-26,101.44999694824219
2024-06-27,103.16999816894531
2024-06-28,102.19000244140625
2024-07-01,100.61000061035156
2024-07-02,101.62000274658203
2024-07-03,101.62000274658203
2024-07-05,101.31999969482422
2024-07-08,101.0999984741211
2024-07-09,99.69000244140625
2024-07-10,101.66999816894531
2024-07-11,103.2300033569336
2024-07-12,104.04000091552734
2024-07-15,102.72000122070312
2024-07-16,103.30999755859375
2024-07-17,104.63999938964844
2024-07-18,104.0199966430664
2024-07-19,103.91999816894531
2024-07-22,104.97000122070312
2024-07-23,104.7300033569336
2024-07-24,103.25
2024-07-25,103.38999938964844
2024-07-26,127.16000366210938
2024-07-29,125.16000366210938
2024-07-30,126.75
2024-07-31,127.55000305175781
2024-08-01,126.47000122070312
2024-08-02,125.23999786376953
2024-08-05,124.61000061035156
2024-08-06,124.88999938964844
2024-08-07,122.83000183105469
2024-08-08,125.12999725341797
2024-08-09,124.16999816894531
2024-08-12,123.36000061035156
2024-08-13,125.3499984741211
2024-08-14,126.16999816894531
2024-08-15,127.16000366210938
2024-08-16,127.05000305175781
2024-08-19,127.08000183105469
2024-08-20,127.69999694824219
2024-08-21,129.22999572753906
2024-08-22,128.60000610351562
2024-08-23,130.5500030517578
2024-08-26,131.85000610351562
2024-08-27,131.39999389648438
2024-08-28,131.61000061035156
2024-08-29,132.91000366210938
2024-08-30,134.69000244140625
2024-09-03,130.85000610351562
2024-09-04,132.14999389648438
2024-09-05,131.39999389648438
2024-09-06,128.60000610351562
2024-09-09,128.4600067138672
2024-09-10,130.08999633789062
2024-09-11,130.22999572753906
2024-09-12,132.02999877929688
2024-09-13,133.17999267578125
2024-09-16,134.61000061035156
2024-09-17,133.57000732421875
2024-09-18,133.36000061035156
2024-09-19,133.83999633789062
2024-09-20,134.77000427246094
2024-09-23,135.63999938964844
2024-09-24,137.22000122070312
2024-09-25,136.60000610351562
2024-09-26,139.44000244140625
2024-09-27,137.3000030517578
2024-09-30,136.6999969482422
2024-10-01,137.05999755859375
2024-10-02,135.42999267578125
2024-10-03,134.77999877929688
2024-10-04,135.27000427246094
2024-10-07,134.85000610351562
2024-10-08,134.69000244140625
2024-10-09,135.00999450683594
2024-10-10,133.4600067138672
2024-10-11,134.75
2024-10-14,135.75999450683594
2024-10-15,135.72999572753906
2024-10-16,136.35000610351562
2024-10-17,135.67999267578125
2024-10-18,135.13999938964844
2024-10-21,134.83999633789062
2024-10-22,131.72999572753906
2024-10-23,127.91000366210938
2024-10-24,126.47000122070312
2024-10-25,124.75
2024-10-28,130.2899932861328
2024-10-29,129.27000427246094
2024-10-30,127.55999755859375
2024-10-31,128.47000122070312
2024-11-01,127.22000122070312
2024-11-04,125.8499984741211
2024-11-05,126.5199966430664
2024-11-06,133.9199981689453
2024-11-07,133.07000732421875
2024-11-08,134.33999633789062
2024-11-11,133.0
2024-11-12,130.35000610351562
2024-11-13,131.4499969482422
2024-11-14,132.32000732421875
2024-11-15,129.7899932861328
2024-11-18,130.1699981689453
2024-11-19,128.19000244140625
2024-11-20,127.83999633789062
2024-11-21,127.31999969482422
2024-11-22,128.4199981689453
2024-11-25,130.32000732421875
2024-11-26,132.9499969482422
2024-11-27,132.47999572753906
2024-11-29,133.52999877929688
2024-12-02,132.88999938964844
2024-12-03,131.14999389648438
2024-12-04,130.4499969482422
2024-12-05,133.3300018310547
2024-12-06,133.11000061035156
2024-12-09,131.49000549316406
2024-12-10,129.77000427246094
2024-12-11,129.77000427246094
2024-12-12,129.75
2024-12-13,129.9199981689453
2024-12-16,129.47000122070312
2024-12-17,128.0500030517578
2024-12-18,125.52999877929688
2024-12-19,127.12999725341797
2024-12-20,129.27999877929688
2024-12-23,128.97999572753906
2024-12-24,130.36000061035156
2024-12-26,131.17999267578125
2024-12-27,130.17999267578125
2024-12-30,129.1300048828125
2024-12-31,129.08999633789062
2025-01-02,129.6999969482422
2025-01-03,129.8699951171875
2025-01-06,130.2899932861328
2025-01-07,132.77000427246094
2025-01-08,134.52999877929688
2025-01-10,131.2100067138672
2025-01-13,134.60000610351562
2025-01-14,137.2100067138672
2025-01-15,137.77999877929688
2025-01-16,139.17999267578125
2025-01-17,141.02999877929688
2025-01-21,146.88999938964844
2025-01-22,149.1199951171875
2025-01-23,149.6300048828125
2025-01-24,149.42999267578125
2025-01-27,151.52000427246094
2025-01-28,151.39999389648438
2025-01-29,151.5399932861328
2025-01-30,154.39999389648438
2025-01-31,152.1999969482422
2025-02-03,150.0399932861328
2025-02-04,151.67999267578125
2025-02-05,152.4499969482422
2025-02-06,152.32000732421875
2025-02-07,149.8699951171875
2025-02-10,149.69000244140625
2025-02-11,150.07000732421875
2025-02-12,148.8699951171875
2025-02-13,148.72000122070312
2025-02-14,148.6199951171875
2025-02-18,148.99000549316406
2025-02-19,150.1999969482422
2025-02-20,149.0800018310547
2025-02-21,144.97999572753906
2025-02-24,145.47999572753906
2025-02-25,146.5399932861328
2025-02-26,147.42999267578125
2025-02-27,150.52000427246094
2025-02-28,155.1199951171875
2025-03-03,153.4199981689453
2025-03-04,145.86000061035156
2025-03-05,147.61000061035156
2025-03-06,146.94000244140625
2025-03-07,146.3000030517578
2025-03-10,147.6199951171875
2025-03-11,147.5399932861328
2025-03-12,150.24000549316406
2025-03-13,146.10000610351562
2025-03-14,150.41000366210938
2025-03-17,153.2100067138672
2025-03-18,150.9199981689453
2025-03-19,153.2100067138672
2025-03-20,151.27000427246094
2025-03-21,150.36000061035156
2025-03-24,153.14999389648438
2025-03-25,153.5
2025-03-26,152.67999267578125
2025-03-27,148.44000244140625
2025-03-28,144.83999633789062
2025-03-31,146.86000061035156
2025-04-01,147.6699981689453
2025-04-02,147.75999450683594
2025-04-03,139.74000549316406
2025-04-04,126.91000366210938
2025-04-07,128.5500030517578
2025-04-08,127.16000366210938
2025-04-09,138.32000732421875
2025-04-10,132.97000122070312
2025-04-11,135.9499969482422
2025-04-14,136.00999450683594
2025-04-15,135.25999450683594
2025-04-16,130.4600067138672
2025-04-17,130.2100067138672
2025-04-21,126.08999633789062
2025-04-22,136.3300018310547
2025-04-23,136.05999755859375
2025-04-24,138.8800048828125
2025-04-25,137.32000732421875
2025-04-28,137.92999267578125
2025-04-29,138.3800048828125
2025-04-30,138.91000366210938
2025-05-01,137.89999389648438
2025-05-02,142.0800018310547
2025-05-05,140.8000030517578
2025-05-06,138.02000427246094
2025-05-07,138.63999938964844
2025-05-08,141.1199951171875
2025-05-09,142.60000610351562
2025-05-12,150.3300018310547
2025-05-13,150.74000549316406
2025-05-14,147.8800048828125
2025-05-15,148.74000549316406
2025-05-16,153.11000061035156
2025-05-19,154.13999938964844
2025-05-20,154.14999389648438
2025-05-21,149.39999389648438
2025-05-22,149.77999877929688
2025-05-23,147.6199951171875
2025-05-27,149.49000549316406
2025-05-28,148.66000366210938
2025-05-29,149.6300048828125
2025-05-30,148.35000610351562
2025-06-02,146.39999389648438
2025-06-03,148.1300048828125
2025-06-04,146.80999755859375
2025-06-05,146.25999450683594
2025-06-06,145.5
2025-06-09,144.22999572753906
2025-06-10,145.05999755859375
2025-06-11,147.17999267578125
2025-06-12,144.77000427246094
2025-06-13,142.32000732421875
2025-06-16,145.07000732421875
2025-06-17,142.2100067138672
2025-06-18,142.50999450683594
2025-06-20,144.02999877929688
2025-06-23,147.60000610351562
2025-06-24,149.8699951171875
2025-06-25,147.75
2025-06-26,150.75999450683594
2025-06-27,152.02000427246094
2025-06-30,152.24000549316406
2025-07-01,153.80999755859375
2025-07-02,153.97000122070312
2025-07-03,152.94000244140625
2025-07-07,151.83999633789062
2025-07-08,153.74000549316406
2025-07-09,155.97999572753906
2025-07-10,157.32000732421875
2025-07-11,155.83999633789062
2025-07-14,157.91000366210938
2025-07-15,156.58999633789062
2025-07-16,157.55999755859375
2025-07-17,159.0399932861328
2025-07-18,153.22999572753906
2025-07-21,152.82000732421875
2025-07-22,151.1999969482422
2025-07-23,150.82000732421875
2025-07-24,149.3000030517578
2025-07-25,151.27000427246094
2025-07-28,152.0500030517578
2025-07-29,151.7899932861328
2025-07-30,146.6199951171875
2025-07-31,149.22000122070312
2025-08-01,144.41000366210938
2025-08-04,147.8699951171875
2025-08-05,150.08999633789062
2025-08-06,150.82000732421875
2025-08-07,151.74000549316406
2025-08-08,153.3000030517578
2025-08-11,155.30999755859375
2025-08-12,157.85000610351562
2025-08-13,160.1999969482422
2025-08-14,156.64999389648438
2025-08-15,152.38999938964844
2025-08-18,152.86000061035156
2025-08-19,154.33999633789062
2025-08-20,154.75
2025-08-21,154.3800048828125
2025-08-22,158.72000122070312
2025-08-25,155.85000610351562
2025-08-26,156.57000732421875
2025-08-27,156.52999877929688
2025-08-28,157.55999755859375
2025-08-29,155.52999877929688
2025-09-02,154.27000427246094
2025-09-03,152.0
2025-09-04,155.52000427246094
2025-09-05,155.3000030517578
2025-09-08,154.0
2025-09-09,153.0800018310547
2025-09-10,153.57000732421875
2025-09-11,159.47000122070312
2025-09-12,157.8699951171875
2025-09-15,156.66000366210938
2025-09-16,156.5
2025-09-17,155.16000366210938
2025-09-18,155.39999389648438
2025-09-19,156.60000610351562
2025-09-22,153.86000061035156
2025-09-23,156.2899932861328
2025-09-24,154.60000610351562
2025-09-25,153.02999877929688
2025-09-26,152.80999755859375
2025-09-29,154.0800018310547
2025-09-30,155.17999267578125
2025-10-01,156.0
2025-10-02,158.8000030517578
2025-10-03,158.66000366210938
2025-10-06,155.92999267578125
2025-10-07,155.3300018310547
2025-10-08,156.0
2025-10-09,152.8800048828125
2025-10-10,148.75
2025-10-13,151.10000610351562
2025-10-14,152.52999877929688
2025-10-15,153.47000122070312
2025-10-16,151.41000366210938
2025-10-17,152.63999938964844
2025-10-20,154.77999877929688
2025-10-21,166.63999938964844
2025-10-22,167.22999572753906
2025-10-23,171.60000610351562
2025-10-24,168.5
2025-10-27,168.39999389648438
2025-10-28,166.8300018310547
2025-10-29,164.6300048828125
2025-10-30,166.4499969482422
2025-10-31,166.5
2025-11-03,162.19000244140625
2025-11-04,160.58999633789062
2025-11-05,164.32000732421875
2025-11-06,163.85000610351562
2025-11-07,164.83999633789062
2025-11-10,167.6699981689453
2025-11-11,168.6699981689453
2025-11-12,171.0800018310547
2025-11-13,170.6199951171875
2025-11-14,167.5800018310547
2025-11-17,165.38999938964844
2025-11-18,165.7899932861328
2025-11-19,166.5800018310547
2025-11-20,164.61000061035156
2025-11-21,168.08999633789062
2025-11-24,169.55999755859375
2025-11-25,171.5399932861328
2025-11-26,170.8000030517578
2025-11-28,172.0500030517578
2025-12-01,170.47999572753906
2025-12-02,171.55999755859375
2025-12-03,173.08999633789062
2025-12-04,169.27000427246094
2025-12-05,167.47999572753906
2025-12-08,163.9600067138672
2025-12-09,165.08999633789062
2025-12-10,165.66000366210938
2025-12-11,168.60000610351562
2025-12-12,168.89999389648438
2025-12-15,165.6999969482422
2025-12-16,163.1999969482422
2025-12-17,162.1699981689453
2025-12-18,161.75999450683594
2025-12-19,161.9600067138672
2025-12-22,160.0
2025-12-23,160.14999389648438
2025-12-24,160.33999633789062
2025-12-26,162.0800018310547
2025-12-29,161.72000122070312
2025-12-30,161.1699981689453
